7851;13.02.20 09:36:19;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);
0,00;0,00;98,61;0,03;0,00;0,00;
0,00;0,00;98,75;0,02;0,00;0,00;
0,00;0,00;98,90;0,03;0,00;0,00;
0,00;0,00;99,04;0,03;0,00;0,00;
0,00;0,00;99,19;0,03;0,00;0,00;
0,00;0,00;99,33;0,03;0,00;0,00;
0,00;0,00;99,47;0,03;0,00;0,00;
0,00;0,00;99,62;0,03;0,00;0,00;
0,00;0,00;99,76;0,03;0,00;0,00;
0,00;0,00;99,91;0,03;0,00;0,00;
0,00;0,00;100,05;0,03;0,00;0,00;
0,00;0,00;100,19;0,03;0,00;0,00;
0,00;0,00;100,34;0,03;0,00;0,00;
0,00;0,00;100,48;0,03;0,00;0,00;
0,00;0,00;100,62;0,03;0,00;0,00;
0,00;0,00;100,77;0,03;0,00;0,00;
0,00;0,00;100,91;0,03;0,00;0,00;
0,00;0,00;101,06;0,03;0,00;0,00;
0,00;0,00;101,20;0,03;0,00;0,00;
0,00;0,00;101,35;0,03;0,00;0,00;
0,00;0,00;101,49;0,03;0,00;0,00;
0,00;0,00;101,63;0,03;0,00;0,00;
0,00;0,00;101,77;0,63;0,00;0,00;
0,00;0,00;101,90;1,53;0,00;0,00;
0,00;0,00;102,06;1,54;0,00;0,00;
0,00;0,00;102,20;1,63;0,00;0,00;
0,00;0,00;102,35;1,74;0,00;0,00;
0,00;0,00;102,49;1,82;0,00;0,00;
0,00;0,00;102,64;1,85;0,00;0,00;
0,00;0,00;102,79;1,74;0,00;0,00;
0,00;0,00;102,93;1,73;0,00;0,00;
0,00;0,00;103,07;1,77;0,00;0,00;
0,00;0,00;103,22;1,89;0,00;0,00;
0,00;0,00;103,36;1,96;0,00;0,00;
0,00;0,00;103,50;1,98;0,00;0,00;
0,00;0,00;103,65;2,01;0,00;0,00;
0,00;0,00;103,79;2,03;0,00;0,00;
0,00;0,00;103,94;2,12;0,00;0,00;
0,00;0,00;104,08;2,23;0,00;0,00;
0,00;0,00;104,22;2,34;0,00;0,00;
0,00;0,00;104,37;2,43;0,00;0,00;
0,00;0,00;104,51;2,42;0,00;0,00;
0,00;0,00;104,66;2,43;0,00;0,00;
0,00;0,00;104,80;2,50;0,00;0,00;
0,00;0,00;104,94;2,63;0,00;0,00;
0,00;0,00;105,09;2,75;0,00;0,00;
0,00;0,00;105,23;2,78;0,00;0,00;
0,00;0,00;105,38;2,78;0,00;0,00;
0,00;0,00;105,52;2,79;0,00;0,00;
0,00;0,00;105,66;2,85;0,00;0,00;
0,00;0,00;105,80;3,09;0,00;0,00;
0,00;0,00;105,95;3,15;0,00;0,00;
0,00;0,00;106,10;3,18;0,00;0,00;
0,00;0,00;106,24;3,18;0,00;0,00;
0,00;0,00;106,39;3,18;0,00;0,00;
0,00;0,00;106,53;3,23;0,00;0,00;
0,00;0,00;106,67;3,34;0,00;0,00;
0,00;0,00;106,82;3,48;0,00;0,00;
0,00;0,00;106,96;3,51;0,00;0,00;
0,00;0,00;107,10;3,53;0,00;0,00;
0,00;0,00;107,25;3,50;0,00;0,00;
0,00;0,00;107,39;3,58;0,00;0,00;
0,00;0,00;107,53;3,68;0,00;0,00;
0,00;0,00;107,68;3,82;0,00;0,00;
0,00;0,00;107,82;3,86;0,00;0,00;
0,00;0,00;107,97;3,87;0,00;0,00;
0,00;0,00;108,11;3,90;0,00;0,00;
0,00;0,00;108,26;3,97;0,00;0,00;
0,00;0,00;108,40;4,07;0,00;0,00;
0,00;0,00;108,54;4,19;0,00;0,00;
0,00;0,00;108,69;4,27;0,00;0,00;
0,00;0,00;108,83;4,29;0,00;0,00;
0,00;0,00;108,98;4,31;0,00;0,00;
0,00;0,00;109,12;4,36;0,00;0,00;
0,00;0,00;109,26;4,45;0,00;0,00;
0,00;0,00;109,41;4,46;0,00;0,00;
0,00;0,00;109,55;4,43;0,00;0,00;
0,00;0,00;109,70;4,41;0,00;0,00;
0,00;0,00;109,84;4,31;0,00;0,00;
0,00;0,00;109,99;4,29;0,00;0,00;
0,00;0,00;110,13;4,38;0,00;0,00;
0,00;0,00;110,27;4,48;0,00;0,00;
0,00;0,00;110,42;4,54;0,00;0,00;
0,00;0,00;110,56;4,49;0,00;0,00;
0,00;0,00;110,71;4,44;0,00;0,00;
0,00;0,00;110,85;4,44;0,00;0,00;
0,00;0,00;110,99;4,49;0,00;0,00;
0,00;0,00;111,14;4,56;0,00;0,00;
0,00;0,00;111,28;4,53;0,00;0,00;
0,00;0,00;111,43;4,50;0,00;0,00;
0,00;0,00;111,57;4,50;0,00;0,00;
0,00;0,00;111,71;4,57;0,00;0,00;
0,00;0,00;111,86;4,67;0,00;0,00;
0,00;0,00;112,00;4,69;0,00;0,00;
0,00;0,00;112,15;4,65;0,00;0,00;
0,00;0,00;112,29;4,52;0,00;0,00;
0,00;0,00;112,44;4,47;0,00;0,00;
0,00;0,00;112,58;4,41;0,00;0,00;
0,00;0,00;112,72;4,39;0,00;0,00;
0,00;0,00;112,87;4,34;0,00;0,00;
0,00;0,00;113,01;4,27;0,00;0,00;
0,00;0,00;113,16;4,20;0,00;0,00;
0,00;0,00;113,30;4,15;0,00;0,00;
0,00;0,00;113,44;4,13;0,00;0,00;
0,00;0,00;113,59;4,11;0,00;0,00;
0,00;0,00;113,73;4,12;0,00;0,00;
0,00;0,00;113,87;4,12;0,00;0,00;
0,00;0,00;114,02;4,08;0,00;0,00;
0,00;0,00;114,16;4,11;0,00;0,00;
0,00;0,00;114,31;4,15;0,00;0,00;
0,00;0,00;114,45;4,17;0,00;0,00;
0,00;0,00;114,59;4,23;0,00;0,00;
0,00;0,00;114,74;4,25;0,00;0,00;
0,00;0,00;114,88;4,23;0,00;0,00;
0,00;0,00;115,02;4,21;0,00;0,00;
0,00;0,00;115,17;4,20;0,00;0,00;
0,00;0,00;115,31;4,44;0,00;0,00;
0,00;0,00;115,46;4,36;0,00;0,00;
0,00;0,00;115,60;4,27;0,00;0,00;
0,00;0,00;115,75;4,25;0,00;0,00;
0,00;0,00;115,89;4,18;0,00;0,00;
0,00;0,00;116,04;4,14;0,00;0,00;
0,00;0,00;116,18;4,18;0,00;0,00;
0,00;0,00;116,32;4,19;0,00;0,00;
0,00;0,00;116,47;4,14;0,00;0,00;
0,00;0,00;116,61;4,13;0,00;0,00;
0,00;0,00;116,76;4,10;0,00;0,00;
0,00;0,00;116,90;4,11;0,00;0,00;
0,00;0,00;117,04;4,12;0,00;0,00;
0,00;0,00;117,19;4,15;0,00;0,00;
0,00;0,00;117,33;4,14;0,00;0,00;
0,00;0,00;117,47;4,08;0,00;0,00;
0,00;0,00;117,62;4,04;0,00;0,00;
0,00;0,00;117,76;4,04;0,00;0,00;
0,00;0,00;117,91;4,07;0,00;0,00;
0,00;0,00;118,05;4,10;0,00;0,00;
0,00;0,00;118,19;4,05;0,00;0,00;
0,00;0,00;118,34;4,02;0,00;0,00;
0,00;0,00;118,48;4,00;0,00;0,00;
0,00;0,00;118,63;4,03;0,00;0,00;
0,00;0,00;118,77;4,04;0,00;0,00;
0,00;0,00;118,91;4,06;0,00;0,00;
0,00;0,00;119,06;4,02;0,00;0,00;
0,00;0,00;119,20;4,01;0,00;0,00;
0,00;0,00;119,35;3,99;0,00;0,00;
0,00;0,00;119,49;3,99;0,00;0,00;
0,00;0,00;119,63;4,01;0,00;0,00;
0,00;0,00;119,78;4,01;0,00;0,00;
0,00;0,00;119,92;3,99;0,00;0,00;
0,00;0,00;120,07;3,97;0,00;0,00;
0,00;0,00;120,21;3,97;0,00;0,00;
0,00;0,00;120,35;3,96;0,00;0,00;
0,00;0,00;120,50;3,98;0,00;0,00;
0,00;0,00;120,64;3,96;0,00;0,00;
0,00;0,00;120,79;3,95;0,00;0,00;
0,00;0,00;120,93;3,92;0,00;0,00;
0,00;0,00;121,07;3,91;0,00;0,00;
0,00;0,00;121,22;3,93;0,00;0,00;
0,00;0,00;121,36;3,96;0,00;0,00;
0,00;0,00;121,51;3,96;0,00;0,00;
0,00;0,00;121,65;3,94;0,00;0,00;
0,00;0,00;121,79;3,92;0,00;0,00;
0,00;0,00;121,94;3,93;0,00;0,00;
0,00;0,00;122,08;3,92;0,00;0,00;
0,00;0,00;122,23;3,95;0,00;0,00;
0,00;0,00;122,37;3,93;0,00;0,00;
0,00;0,00;122,51;3,92;0,00;0,00;
0,00;0,00;122,66;3,92;0,00;0,00;
0,00;0,00;122,80;3,91;0,00;0,00;
0,00;0,00;122,95;3,93;0,00;0,00;
0,00;0,00;123,09;3,91;0,00;0,00;
0,00;0,00;123,23;3,89;0,00;0,00;
0,00;0,00;123,38;3,89;0,00;0,00;
0,00;0,00;123,52;3,85;0,00;0,00;
0,00;0,00;123,67;3,83;0,00;0,00;
0,00;0,00;123,81;3,82;0,00;0,00;
0,00;0,00;123,95;3,83;0,00;0,00;
0,00;0,00;124,10;3,82;0,00;0,00;
0,00;0,00;124,24;3,82;0,00;0,00;
0,00;0,00;124,39;3,82;0,00;0,00;
0,00;0,00;124,53;3,77;0,00;0,00;
0,00;0,00;124,67;3,81;0,00;0,00;
0,00;0,00;124,82;3,80;0,00;0,00;
0,00;0,00;124,96;3,83;0,00;0,00;
0,00;0,00;125,11;3,84;0,00;0,00;
0,00;0,00;125,25;3,83;0,00;0,00;
0,00;0,00;125,39;3,82;0,00;0,00;
0,00;0,00;125,54;3,82;0,00;0,00;
0,00;0,00;125,68;3,83;0,00;0,00;
0,00;0,00;125,82;3,85;0,00;0,00;
0,00;0,00;125,97;3,82;0,00;0,00;
0,00;0,00;126,11;3,81;0,00;0,00;
0,00;0,00;126,26;3,78;0,00;0,00;
0,00;0,00;126,40;3,78;0,00;0,00;
0,00;0,00;126,54;3,77;0,00;0,00;
0,00;0,00;126,69;3,79;0,00;0,00;
0,00;0,00;126,84;3,73;0,00;0,00;
0,00;0,00;126,98;3,71;0,00;0,00;
0,00;0,00;127,12;3,70;0,00;0,00;
0,00;0,00;127,27;3,68;0,00;0,00;
0,00;0,00;127,41;3,72;0,00;0,00;
0,00;0,00;127,55;3,73;0,00;0,00;
0,00;0,00;127,70;3,72;0,00;0,00;
0,00;0,00;127,84;3,71;0,00;0,00;
0,00;0,00;127,99;3,70;0,00;0,00;
0,00;0,00;128,13;3,71;0,00;0,00;
0,00;0,00;128,27;3,75;0,00;0,00;
0,00;0,00;128,42;3,77;0,00;0,00;
0,00;0,00;128,56;3,77;0,00;0,00;
0,00;0,00;128,71;3,72;0,00;0,00;
0,00;0,00;128,85;3,69;0,00;0,00;
0,00;0,00;128,99;3,66;0,00;0,00;
0,00;0,00;129,14;3,66;0,00;0,00;
0,00;0,00;129,28;3,66;0,00;0,00;
0,00;0,00;129,43;3,64;0,00;0,00;
0,00;0,00;129,57;3,61;0,00;0,00;
0,00;0,00;129,71;3,61;0,00;0,00;
0,00;0,00;129,86;3,62;0,00;0,00;
0,00;0,00;130,00;3,63;0,00;0,00;
0,00;0,00;130,15;3,61;0,00;0,00;
0,00;0,00;130,29;3,58;0,00;0,00;
0,00;0,00;130,44;3,59;0,00;0,00;
0,00;0,00;130,58;3,61;0,00;0,00;
0,00;0,00;130,72;3,58;0,00;0,00;
0,00;0,00;130,87;3,56;0,00;0,00;
0,00;0,00;131,01;3,60;0,00;0,00;
0,00;0,00;131,15;3,58;0,00;0,00;
0,00;0,00;131,30;3,56;0,00;0,00;
0,00;0,00;131,44;3,55;0,00;0,00;
0,00;0,00;131,59;3,55;0,00;0,00;
0,00;0,00;131,73;3,53;0,00;0,00;
0,00;0,00;131,87;3,56;0,00;0,00;
0,00;0,00;132,02;3,53;0,00;0,00;
0,00;0,00;132,16;3,53;0,00;0,00;
0,00;0,00;132,31;3,51;0,00;0,00;
0,00;0,00;132,45;3,52;0,00;0,00;
0,00;0,00;132,59;3,54;0,00;0,00;
0,00;0,00;132,74;3,57;0,00;0,00;
0,00;0,00;132,88;3,53;0,00;0,00;
0,00;0,00;133,03;3,50;0,00;0,00;
0,00;0,00;133,17;3,48;0,00;0,00;
0,00;0,00;133,31;3,48;0,00;0,00;
0,00;0,00;133,46;3,51;0,00;0,00;
0,00;0,00;133,60;3,49;0,00;0,00;
0,00;0,00;133,74;3,51;0,00;0,00;
0,00;0,00;133,89;3,53;0,00;0,00;
0,00;0,00;134,03;3,53;0,00;0,00;
0,00;0,00;134,18;3,55;0,00;0,00;
0,00;0,00;134,32;3,59;0,00;0,00;
0,00;0,00;134,47;3,60;0,00;0,00;
0,00;0,00;134,61;3,58;0,00;0,00;
0,00;0,00;134,75;3,56;0,00;0,00;
0,00;0,00;134,90;3,53;0,00;0,00;
0,00;0,00;135,04;3,50;0,00;0,00;
0,00;0,00;135,19;3,47;0,00;0,00;
0,00;0,00;135,33;3,47;0,00;0,00;
0,00;0,00;135,47;3,47;0,00;0,00;
0,00;0,00;135,62;3,44;0,00;0,00;
0,00;0,00;135,76;3,46;0,00;0,00;
0,00;0,00;135,91;3,45;0,00;0,00;
0,00;0,00;136,05;3,48;0,00;0,00;
0,00;0,00;136,19;3,45;0,00;0,00;
0,00;0,00;136,34;3,45;0,00;0,00;
0,00;0,00;136,48;3,45;0,00;0,00;
0,00;0,00;136,63;3,40;0,00;0,00;
0,00;0,00;136,77;3,42;0,00;0,00;
0,00;0,00;136,91;3,47;0,00;0,00;
0,00;0,00;137,06;3,42;0,00;0,00;
0,00;0,00;137,20;3,44;0,00;0,00;
0,00;0,00;137,35;3,41;0,00;0,00;
0,00;0,00;137,49;3,39;0,00;0,00;
0,00;0,00;137,64;3,37;0,00;0,00;
0,00;0,00;137,78;3,39;0,00;0,00;
0,00;0,00;137,92;3,36;0,00;0,00;
0,00;0,00;138,07;3,36;0,00;0,00;
0,00;0,00;138,21;3,34;0,00;0,00;
0,00;0,00;138,35;3,32;0,00;0,00;
0,00;0,00;138,50;3,34;0,00;0,00;
0,00;0,00;138,64;3,34;0,00;0,00;
0,00;0,00;138,79;3,35;0,00;0,00;
0,00;0,00;138,93;3,33;0,00;0,00;
0,00;0,00;139,07;3,33;0,00;0,00;
0,00;0,00;139,22;3,32;0,00;0,00;
0,00;0,00;139,30;3,30;0,00;0,00;
0,00;0,00;139,31;3,46;0,00;0,00;
0,00;0,00;139,08;0,18;0,00;0,00;
0,00;0,00;138,29;-0,01;0,00;0,00;
0,00;0,00;136,98;-0,01;0,00;0,00;
0,00;0,00;135,17;-0,01;0,00;0,00;
0,00;0,00;132,85;-0,01;0,00;0,00;
0,00;0,00;130,02;-0,04;0,00;0,00;
0,00;0,00;126,67;-0,06;0,00;0,00;
0,00;0,00;123,18;-0,06;0,00;0,00;
0,00;0,00;119,65;-0,01;0,00;0,00;
0,00;0,00;116,13;0,04;0,00;0,00;
0,00;0,00;112,62;0,01;0,00;0,00;
0,00;0,00;109,09;-0,01;0,00;0,00;
0,00;0,00;105,57;-0,04;0,00;0,00;
0,00;0,00;102,05;-0,04;0,00;0,00;
0,00;0,00;95,01;0,01;0,00;0,00;
0,00;0,00;91,49;0,01;0,00;0,00;
0,00;0,00;87,97;-0,01;0,00;0,00;
0,00;0,00;84,45;-0,01;0,00;0,00;
0,00;0,00;80,93;-0,01;0,00;0,00;
0,00;0,00;77,41;0,01;0,00;0,00;
0,00;0,00;66,85;0,00;0,00;0,00;
0,00;0,00;63,33;0,00;0,00;0,00;
0,00;0,00;59,82;-0,01;0,00;0,00;
0,00;0,00;56,29;-0,01;0,00;0,00;
0,00;0,00;52,77;0,01;0,00;0,00;
0,00;0,00;45,73;0,01;0,00;0,00;
0,00;0,00;42,21;0,01;0,00;0,00;
0,00;0,00;35,17;-0,01;0,00;0,00;
0,00;0,00;31,77;0,01;0,00;0,00;
0,00;0,00;28,83;0,02;0,00;0,00;
0,00;0,00;26,38;0,03;0,00;0,00;
0,00;0,00;24,42;0,03;0,00;0,00;
0,00;0,00;22,97;0,02;0,00;0,00;
0,00;0,00;22,01;0,02;0,00;0,00;
0,00;0,00;21,55;0,02;0,00;0,00;
