23099;18.06.21 09:04:32;21;Avvicinamento Pressata Fuori Ingombro;position > max position (10);20210617123323P0037;
0,00;0,00;119,87;0,02;0,00;0,00;
0,00;0,00;119,95;0,02;0,00;0,00;
0,00;0,00;120,03;0,03;0,00;0,00;
0,00;0,00;120,11;0,02;0,00;0,00;
0,00;0,00;120,19;0,03;0,00;0,00;
0,00;0,00;120,26;0,02;0,00;0,00;
0,00;0,00;120,34;0,03;0,00;0,00;
0,00;0,00;120,42;0,02;0,00;0,00;
0,00;0,00;120,51;0,02;0,00;0,00;
0,00;0,00;120,59;0,02;0,00;0,00;
0,00;0,00;120,66;0,02;0,00;0,00;
0,00;0,00;120,74;0,02;0,00;0,00;
0,00;0,00;120,82;0,02;0,00;0,00;
0,00;0,00;120,91;0,02;0,00;0,00;
0,00;0,00;120,99;0,02;0,00;0,00;
0,00;0,00;121,07;0,02;0,00;0,00;
0,00;0,00;121,14;0,02;0,00;0,00;
0,00;0,00;121,22;0,02;0,00;0,00;
0,00;0,00;121,31;0,02;0,00;0,00;
0,00;0,00;121,39;0,03;0,00;0,00;
0,00;0,00;121,46;0,03;0,00;0,00;
0,00;0,00;121,54;0,06;0,00;0,00;
0,00;0,00;121,62;0,07;0,00;0,00;
0,00;0,00;121,71;0,03;0,00;0,00;
0,00;0,00;121,78;0,02;0,00;0,00;
0,00;0,00;121,86;0,04;0,00;0,00;
0,00;0,00;121,94;0,02;0,00;0,00;
0,00;0,00;122,02;0,04;0,00;0,00;
0,00;0,00;122,10;0,07;0,00;0,00;
0,00;0,00;122,18;0,05;0,00;0,00;
0,00;0,00;122,26;0,06;0,00;0,00;
0,00;0,00;122,35;0,04;0,00;0,00;
0,00;0,00;122,42;0,03;0,00;0,00;
0,00;0,00;122,50;0,04;0,00;0,00;
0,00;0,00;122,58;0,04;0,00;0,00;
0,00;0,00;122,67;0,06;0,00;0,00;
0,00;0,00;122,74;0,04;0,00;0,00;
0,00;0,00;122,82;0,05;0,00;0,00;
0,00;0,00;122,91;0,04;0,00;0,00;
0,00;0,00;122,99;0,05;0,00;0,00;
0,00;0,00;123,06;0,04;0,00;0,00;
0,00;0,00;123,14;0,07;0,00;0,00;
0,00;0,00;123,22;0,01;0,00;0,00;
0,00;0,00;123,31;0,04;0,00;0,00;
0,00;0,00;123,38;0,08;0,00;0,00;
0,00;0,00;123,46;0,04;0,00;0,00;
0,00;0,00;123,55;0,04;0,00;0,00;
0,00;0,00;123,62;-0,07;0,00;0,00;
0,00;0,00;123,71;0,04;0,00;0,00;
0,00;0,00;123,78;0,04;0,00;0,00;
0,00;0,00;123,86;0,02;0,00;0,00;
0,00;0,00;123,94;0,07;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;124,11;-0,02;0,00;0,00;
0,00;0,00;124,18;0,09;0,00;0,00;
0,00;0,00;124,26;0,07;0,00;0,00;
0,00;0,00;124,34;0,01;0,00;0,00;
0,00;0,00;124,42;0,06;0,00;0,00;
0,00;0,00;124,50;0,07;0,00;0,00;
0,00;0,00;124,58;0,01;0,00;0,00;
0,00;0,00;124,66;0,05;0,00;0,00;
0,00;0,00;124,74;0,06;0,00;0,00;
0,00;0,00;124,82;0,01;0,00;0,00;
0,00;0,00;124,90;0,04;0,00;0,00;
0,00;0,00;124,98;0,07;0,00;0,00;
0,00;0,00;125,06;0,01;0,00;0,00;
0,00;0,00;125,14;0,04;0,00;0,00;
0,00;0,00;125,22;0,04;0,00;0,00;
0,00;0,00;125,30;0,05;0,00;0,00;
0,00;0,00;125,38;0,04;0,00;0,00;
0,00;0,00;125,46;0,04;0,00;0,00;
0,00;0,00;125,54;0,05;0,00;0,00;
0,00;0,00;125,62;0,04;0,00;0,00;
0,00;0,00;125,70;0,02;0,00;0,00;
0,00;0,00;125,78;0,06;0,00;0,00;
0,00;0,00;125,86;0,04;0,00;0,00;
0,00;0,00;125,95;0,04;0,00;0,00;
0,00;0,00;126,03;0,05;0,00;0,00;
0,00;0,00;126,11;0,04;0,00;0,00;
0,00;0,00;126,18;0,03;0,00;0,00;
0,00;0,00;126,26;0,04;0,00;0,00;
0,00;0,00;126,35;0,05;0,00;0,00;
0,00;0,00;126,42;0,04;0,00;0,00;
0,00;0,00;126,50;0,04;0,00;0,00;
0,00;0,00;126,58;0,05;0,00;0,00;
0,00;0,00;126,66;0,04;0,00;0,00;
0,00;0,00;126,75;0,05;0,00;0,00;
0,00;0,00;126,82;0,05;0,00;0,00;
0,00;0,00;126,90;0,04;0,00;0,00;
0,00;0,00;126,98;0,04;0,00;0,00;
0,00;0,00;127,06;0,04;0,00;0,00;
0,00;0,00;127,15;0,05;0,00;0,00;
0,00;0,00;127,22;0,04;0,00;0,00;
0,00;0,00;127,30;0,05;0,00;0,00;
0,00;0,00;127,38;0,03;0,00;0,00;
0,00;0,00;127,46;0,04;0,00;0,00;
0,00;0,00;127,55;0,04;0,00;0,00;
0,00;0,00;127,62;0,05;0,00;0,00;
0,00;0,00;127,70;0,04;0,00;0,00;
0,00;0,00;127,78;0,04;0,00;0,00;
0,00;0,00;127,86;0,05;0,00;0,00;
0,00;0,00;127,95;0,04;0,00;0,00;
0,00;0,00;128,02;0,04;0,00;0,00;
0,00;0,00;128,10;0,04;0,00;0,00;
0,00;0,00;128,18;0,05;0,00;0,00;
0,00;0,00;128,26;0,05;0,00;0,00;
0,00;0,00;128,34;0,05;0,00;0,00;
0,00;0,00;128,42;0,04;0,00;0,00;
0,00;0,00;128,51;0,04;0,00;0,00;
0,00;0,00;128,58;0,04;0,00;0,00;
0,00;0,00;128,66;0,01;0,00;0,00;
0,00;0,00;128,74;0,04;0,00;0,00;
0,00;0,00;128,82;0,05;0,00;0,00;
0,00;0,00;128,90;0,04;0,00;0,00;
0,00;0,00;128,98;0,04;0,00;0,00;
0,00;0,00;129,06;0,04;0,00;0,00;
0,00;0,00;129,15;0,04;0,00;0,00;
0,00;0,00;129,23;0,04;0,00;0,00;
0,00;0,00;129,30;0,05;0,00;0,00;
0,00;0,00;129,38;0,04;0,00;0,00;
0,00;0,00;129,46;0,04;0,00;0,00;
0,00;0,00;129,54;0,04;0,00;0,00;
0,00;0,00;129,62;0,04;0,00;0,00;
0,00;0,00;129,70;0,04;0,00;0,00;
0,00;0,00;129,78;0,04;0,00;0,00;
0,00;0,00;129,86;0,05;0,00;0,00;
0,00;0,00;129,94;0,04;0,00;0,00;
0,00;0,00;130,02;0,04;0,00;0,00;
0,00;0,00;130,10;0,04;0,00;0,00;
0,00;0,00;130,19;0,04;0,00;0,00;
0,00;0,00;130,26;0,05;0,00;0,00;
0,00;0,00;130,35;0,04;0,00;0,00;
0,00;0,00;130,43;0,04;0,00;0,00;
0,00;0,00;130,51;0,04;0,00;0,00;
0,00;0,00;130,59;0,04;0,00;0,00;
0,00;0,00;130,66;0,05;0,00;0,00;
0,00;0,00;130,74;0,04;0,00;0,00;
0,00;0,00;130,82;0,05;0,00;0,00;
0,00;0,00;130,90;0,05;0,00;0,00;
0,00;0,00;130,99;0,05;0,00;0,00;
0,00;0,00;131,07;0,05;0,00;0,00;
0,00;0,00;131,14;0,05;0,00;0,00;
0,00;0,00;131,22;0,04;0,00;0,00;
0,00;0,00;131,31;0,04;0,00;0,00;
0,00;0,00;131,39;0,05;0,00;0,00;
0,00;0,00;131,46;0,05;0,00;0,00;
0,00;0,00;131,54;0,05;0,00;0,00;
0,00;0,00;131,62;0,04;0,00;0,00;
0,00;0,00;131,71;0,04;0,00;0,00;
0,00;0,00;131,78;0,04;0,00;0,00;
0,00;0,00;131,86;0,05;0,00;0,00;
0,00;0,00;131,94;0,05;0,00;0,00;
0,00;0,00;132,02;0,05;0,00;0,00;
0,00;0,00;132,10;0,04;0,00;0,00;
0,00;0,00;132,18;0,04;0,00;0,00;
0,00;0,00;132,26;0,05;0,00;0,00;
0,00;0,00;132,35;0,04;0,00;0,00;
0,00;0,00;132,42;0,04;0,00;0,00;
0,00;0,00;132,50;0,05;0,00;0,00;
0,00;0,00;132,59;0,04;0,00;0,00;
0,00;0,00;132,67;0,05;0,00;0,00;
0,00;0,00;132,74;0,04;0,00;0,00;
0,00;0,00;132,82;0,04;0,00;0,00;
0,00;0,00;132,91;0,04;0,00;0,00;
0,00;0,00;132,99;0,05;0,00;0,00;
0,00;0,00;133,06;0,05;0,00;0,00;
0,00;0,00;133,14;0,04;0,00;0,00;
0,00;0,00;133,22;0,04;0,00;0,00;
0,00;0,00;133,30;0,05;0,00;0,00;
0,00;0,00;133,38;0,04;0,00;0,00;
0,00;0,00;133,46;0,04;0,00;0,00;
0,00;0,00;133,54;0,04;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;133,70;0,04;0,00;0,00;
0,00;0,00;133,78;0,05;0,00;0,00;
0,00;0,00;133,86;0,04;0,00;0,00;
0,00;0,00;133,94;0,04;0,00;0,00;
0,00;0,00;134,02;0,05;0,00;0,00;
0,00;0,00;134,10;0,04;0,00;0,00;
0,00;0,00;134,18;0,05;0,00;0,00;
0,00;0,00;134,26;0,05;0,00;0,00;
0,00;0,00;134,34;0,04;0,00;0,00;
0,00;0,00;134,42;0,04;0,00;0,00;
0,00;0,00;134,50;0,05;0,00;0,00;
0,00;0,00;134,58;0,04;0,00;0,00;
0,00;0,00;134,66;0,05;0,00;0,00;
0,00;0,00;134,75;0,04;0,00;0,00;
0,00;0,00;134,83;0,04;0,00;0,00;
0,00;0,00;134,90;0,05;0,00;0,00;
0,00;0,00;134,98;0,05;0,00;0,00;
0,00;0,00;135,06;0,04;0,00;0,00;
0,00;0,00;135,15;0,04;0,00;0,00;
0,00;0,00;135,22;0,04;0,00;0,00;
0,00;0,00;135,30;0,05;0,00;0,00;
0,00;0,00;135,38;0,05;0,00;0,00;
0,00;0,00;135,46;0,05;0,00;0,00;
0,00;0,00;135,54;0,05;0,00;0,00;
0,00;0,00;135,62;0,05;0,00;0,00;
0,00;0,00;135,70;0,05;0,00;0,00;
0,00;0,00;135,78;0,05;0,00;0,00;
0,00;0,00;135,86;0,04;0,00;0,00;
0,00;0,00;135,94;0,04;0,00;0,00;
0,00;0,00;136,02;0,05;0,00;0,00;
0,00;0,00;136,10;0,04;0,00;0,00;
0,00;0,00;136,18;0,05;0,00;0,00;
0,00;0,00;136,26;0,05;0,00;0,00;
0,00;0,00;136,35;0,05;0,00;0,00;
0,00;0,00;136,42;0,04;0,00;0,00;
0,00;0,00;136,50;0,05;0,00;0,00;
0,00;0,00;136,58;0,05;0,00;0,00;
0,00;0,00;136,66;0,04;0,00;0,00;
0,00;0,00;136,75;0,05;0,00;0,00;
0,00;0,00;136,82;0,04;0,00;0,00;
0,00;0,00;136,90;0,05;0,00;0,00;
0,00;0,00;136,98;0,05;0,00;0,00;
0,00;0,00;137,06;0,05;0,00;0,00;
0,00;0,00;137,15;0,05;0,00;0,00;
0,00;0,00;137,23;0,05;0,00;0,00;
0,00;0,00;137,30;0,04;0,00;0,00;
0,00;0,00;137,38;0,04;0,00;0,00;
0,00;0,00;137,46;0,04;0,00;0,00;
0,00;0,00;137,55;0,04;0,00;0,00;
0,00;0,00;137,62;0,05;0,00;0,00;
0,00;0,00;137,70;0,04;0,00;0,00;
0,00;0,00;137,78;0,04;0,00;0,00;
0,00;0,00;137,86;0,05;0,00;0,00;
0,00;0,00;137,95;0,04;0,00;0,00;
0,00;0,00;138,02;0,05;0,00;0,00;
0,00;0,00;138,10;0,04;0,00;0,00;
0,00;0,00;138,18;0,04;0,00;0,00;
0,00;0,00;138,26;0,04;0,00;0,00;
0,00;0,00;138,34;0,04;0,00;0,00;
0,00;0,00;138,42;0,05;0,00;0,00;
0,00;0,00;138,50;0,05;0,00;0,00;
0,00;0,00;138,58;0,04;0,00;0,00;
0,00;0,00;138,66;0,04;0,00;0,00;
0,00;0,00;138,74;0,04;0,00;0,00;
0,00;0,00;138,83;0,05;0,00;0,00;
0,00;0,00;138,90;0,04;0,00;0,00;
0,00;0,00;138,98;0,04;0,00;0,00;
0,00;0,00;139,06;0,05;0,00;0,00;
0,00;0,00;139,15;0,04;0,00;0,00;
0,00;0,00;139,23;0,05;0,00;0,00;
0,00;0,00;139,30;0,05;0,00;0,00;
0,00;0,00;139,38;0,04;0,00;0,00;
0,00;0,00;139,46;0,04;0,00;0,00;
0,00;0,00;139,54;0,04;0,00;0,00;
0,00;0,00;139,62;0,04;0,00;0,00;
0,00;0,00;139,70;0,04;0,00;0,00;
0,00;0,00;139,78;0,05;0,00;0,00;
0,00;0,00;139,80;0,02;0,00;0,00;
0,00;0,00;139,80;0,03;0,00;0,00;
0,00;0,00;139,80;0,04;0,00;0,00;
0,00;0,00;139,79;0,04;0,00;0,00;
0,00;0,00;139,79;0,04;0,00;0,00;
0,00;0,00;139,79;0,04;0,00;0,00;
0,00;0,00;139,79;0,04;0,00;0,00;
0,00;0,00;139,79;0,05;0,00;0,00;
0,00;0,00;139,79;0,04;0,00;0,00;
0,00;0,00;139,79;0,03;0,00;0,00;
0,00;0,00;139,79;0,05;0,00;0,00;
0,00;0,00;139,79;0,04;0,00;0,00;
