18518;01.04.21 11:16:10;22;Avvicinamento pre-pressata pressata Fuori Ingombro;start interrupted (14);20210401085146P0003;
0,00;0,00;126,26;0,78;0,00;0,00;
0,00;0,00;126,37;0,79;0,00;0,00;
0,00;0,00;126,48;0,81;0,00;0,00;
0,00;0,00;126,60;0,80;0,00;0,00;
0,00;0,00;126,71;0,82;0,00;0,00;
0,00;0,00;126,82;0,82;0,00;0,00;
0,00;0,00;126,93;0,82;0,00;0,00;
0,00;0,00;127,04;0,82;0,00;0,00;
0,00;0,00;127,16;0,82;0,00;0,00;
0,00;0,00;127,27;0,82;0,00;0,00;
0,00;0,00;127,38;0,82;0,00;0,00;
0,00;0,00;127,49;0,82;0,00;0,00;
0,00;0,00;127,61;0,82;0,00;0,00;
0,00;0,00;127,72;0,82;0,00;0,00;
0,00;0,00;127,83;0,81;0,00;0,00;
0,00;0,00;127,94;0,80;0,00;0,00;
0,00;0,00;128,05;0,82;0,00;0,00;
0,00;0,00;128,16;0,82;0,00;0,00;
0,00;0,00;128,28;0,80;0,00;0,00;
0,00;0,00;128,39;0,82;0,00;0,00;
0,00;0,00;128,50;0,81;0,00;0,00;
0,00;0,00;128,61;0,80;0,00;0,00;
0,00;0,00;128,72;0,81;0,00;0,00;
0,00;0,00;128,84;0,82;0,00;0,00;
0,00;0,00;128,95;0,81;0,00;0,00;
0,00;0,00;129,06;0,82;0,00;0,00;
0,00;0,00;129,17;0,81;0,00;0,00;
0,00;0,00;129,28;0,81;0,00;0,00;
0,00;0,00;129,40;0,82;0,00;0,00;
0,00;0,00;129,51;0,81;0,00;0,00;
0,00;0,00;129,62;0,82;0,00;0,00;
0,00;0,00;129,73;0,81;0,00;0,00;
0,00;0,00;129,85;0,82;0,00;0,00;
0,00;0,00;129,96;0,81;0,00;0,00;
0,00;0,00;130,07;0,82;0,00;0,00;
0,00;0,00;130,18;0,82;0,00;0,00;
0,00;0,00;130,29;0,82;0,00;0,00;
0,00;0,00;130,41;0,82;0,00;0,00;
0,00;0,00;130,52;0,82;0,00;0,00;
0,00;0,00;130,63;0,82;0,00;0,00;
0,00;0,00;130,74;0,83;0,00;0,00;
0,00;0,00;130,85;0,84;0,00;0,00;
0,00;0,00;130,97;0,84;0,00;0,00;
0,00;0,00;131,08;0,85;0,00;0,00;
0,00;0,00;131,19;0,85;0,00;0,00;
0,00;0,00;131,30;0,85;0,00;0,00;
0,00;0,00;131,41;0,85;0,00;0,00;
0,00;0,00;131,52;0,87;0,00;0,00;
0,00;0,00;131,64;0,85;0,00;0,00;
0,00;0,00;131,75;0,88;0,00;0,00;
0,00;0,00;131,86;0,88;0,00;0,00;
0,00;0,00;131,97;0,88;0,00;0,00;
0,00;0,00;132,08;0,88;0,00;0,00;
0,00;0,00;132,20;0,88;0,00;0,00;
0,00;0,00;132,31;0,90;0,00;0,00;
0,00;0,00;132,42;0,90;0,00;0,00;
0,00;0,00;132,53;0,90;0,00;0,00;
0,00;0,00;132,65;0,90;0,00;0,00;
0,00;0,00;132,76;0,90;0,00;0,00;
0,00;0,00;132,87;0,90;0,00;0,00;
0,00;0,00;132,98;0,90;0,00;0,00;
0,00;0,00;133,09;0,92;0,00;0,00;
0,00;0,00;133,21;0,92;0,00;0,00;
0,00;0,00;133,32;0,91;0,00;0,00;
0,00;0,00;133,43;0,92;0,00;0,00;
0,00;0,00;133,54;0,93;0,00;0,00;
0,00;0,00;133,65;0,93;0,00;0,00;
0,00;0,00;133,76;0,94;0,00;0,00;
0,00;0,00;133,88;0,95;0,00;0,00;
0,00;0,00;133,99;0,95;0,00;0,00;
0,00;0,00;134,10;0,95;0,00;0,00;
0,00;0,00;134,21;0,96;0,00;0,00;
0,00;0,00;134,32;0,96;0,00;0,00;
0,00;0,00;134,44;0,97;0,00;0,00;
