22984;07.07.21 14:51:30;21;Avvicinamento Pressata Finale;position < min position (11);20210707112113P0008;
0,00;0,00;310,00;0,04;0,00;0,00;
0,00;0,00;310,17;0,04;0,00;0,00;
0,00;0,00;310,47;0,04;0,00;0,00;
0,00;0,00;310,80;0,04;0,00;0,00;
0,00;0,00;311,12;0,08;0,00;0,00;
0,00;0,00;311,44;0,08;0,00;0,00;
0,00;0,00;311,76;0,04;0,00;0,00;
0,00;0,00;312,08;0,08;0,00;0,00;
0,00;0,00;312,40;0,12;0,00;0,00;
0,00;0,00;312,72;0,04;0,00;0,00;
0,00;0,00;313,04;0,04;0,00;0,00;
0,00;0,00;313,36;0,04;0,00;0,00;
0,00;0,00;313,68;0,08;0,00;0,00;
0,00;0,00;314,00;0,08;0,00;0,00;
0,00;0,00;314,32;0,08;0,00;0,00;
0,00;0,00;314,64;0,12;0,00;0,00;
0,00;0,00;314,96;0,04;0,00;0,00;
0,00;0,00;315,28;0,04;0,00;0,00;
0,00;0,00;315,60;0,08;0,00;0,00;
0,00;0,00;315,92;0,04;0,00;0,00;
0,00;0,00;316,24;0,04;0,00;0,00;
0,00;0,00;316,56;0,08;0,00;0,00;
0,00;0,00;316,88;0,04;0,00;0,00;
0,00;0,00;317,20;0,12;0,00;0,00;
0,00;0,00;317,52;0,08;0,00;0,00;
0,00;0,00;317,84;0,12;0,00;0,00;
0,00;0,00;318,16;0,12;0,00;0,00;
0,00;0,00;318,48;0,04;0,00;0,00;
0,00;0,00;318,80;0,12;0,00;0,00;
0,00;0,00;319,12;0,04;0,00;0,00;
0,00;0,00;319,44;0,12;0,00;0,00;
0,00;0,00;319,76;0,12;0,00;0,00;
0,00;0,00;320,08;0,04;0,00;0,00;
0,00;0,00;320,40;0,08;0,00;0,00;
0,00;0,00;320,72;0,12;0,00;0,00;
0,00;0,00;321,04;0,12;0,00;0,00;
0,00;0,00;321,36;0,08;0,00;0,00;
0,00;0,00;321,68;0,21;0,00;0,00;
0,00;0,00;322,00;0,08;0,00;0,00;
0,00;0,00;322,32;0,04;0,00;0,00;
0,00;0,00;322,64;0,04;0,00;0,00;
0,00;0,00;322,96;0,08;0,00;0,00;
0,00;0,00;323,28;0,08;0,00;0,00;
0,00;0,00;323,60;0,17;0,00;0,00;
0,00;0,00;323,92;0,17;0,00;0,00;
0,00;0,00;324,24;0,08;0,00;0,00;
0,00;0,00;324,56;0,08;0,00;0,00;
0,00;0,00;324,88;0,17;0,00;0,00;
0,00;0,00;325,20;0,12;0,00;0,00;
0,00;0,00;325,52;0,12;0,00;0,00;
0,00;0,00;325,84;0,04;0,00;0,00;
0,00;0,00;326,16;0,08;0,00;0,00;
0,00;0,00;326,48;0,08;0,00;0,00;
0,00;0,00;326,80;0,04;0,00;0,00;
0,00;0,00;327,12;0,12;0,00;0,00;
0,00;0,00;327,44;0,12;0,00;0,00;
0,00;0,00;327,76;0,08;0,00;0,00;
0,00;0,00;328,08;0,08;0,00;0,00;
0,00;0,00;328,40;0,04;0,00;0,00;
0,00;0,00;328,72;0,04;0,00;0,00;
0,00;0,00;329,04;0,04;0,00;0,00;
0,00;0,00;329,36;1,56;0,00;0,00;
0,00;0,00;329,62;8,00;0,00;0,00;
0,00;0,00;329,64;8,57;0,00;0,00;
0,00;0,00;329,65;8,73;0,00;0,00;
0,00;0,00;329,65;8,82;0,00;0,00;
0,00;0,00;329,66;8,91;0,00;0,00;
0,00;0,00;329,66;8,91;0,00;0,00;
0,00;0,00;329,66;8,91;0,00;0,00;
0,00;0,00;329,66;8,91;0,00;0,00;
0,00;0,00;329,66;8,91;0,00;0,00;
0,00;0,00;329,66;8,91;0,00;0,00;
