23814;06.07.21 11:02:54;21;Avvicinamento Pressata Fuori Ingombro;position < min position (11);20210705081019P0037;
0,00;0,00;134,34;0,03;0,00;0,00;
0,00;0,00;134,42;0,03;0,00;0,00;
0,00;0,00;134,50;0,03;0,00;0,00;
0,00;0,00;134,58;0,03;0,00;0,00;
0,00;0,00;134,66;0,03;0,00;0,00;
0,00;0,00;134,75;0,03;0,00;0,00;
0,00;0,00;134,83;0,03;0,00;0,00;
0,00;0,00;134,90;0,03;0,00;0,00;
0,00;0,00;134,98;0,03;0,00;0,00;
0,00;0,00;135,06;0,03;0,00;0,00;
0,00;0,00;135,14;0,03;0,00;0,00;
0,00;0,00;135,22;0,03;0,00;0,00;
0,00;0,00;135,30;0,03;0,00;0,00;
0,00;0,00;135,38;0,03;0,00;0,00;
0,00;0,00;135,46;0,03;0,00;0,00;
0,00;0,00;135,54;0,03;0,00;0,00;
0,00;0,00;135,62;0,03;0,00;0,00;
0,00;0,00;135,70;0,03;0,00;0,00;
0,00;0,00;135,78;0,03;0,00;0,00;
0,00;0,00;135,86;0,03;0,00;0,00;
0,00;0,00;135,95;0,03;0,00;0,00;
0,00;0,00;136,03;0,03;0,00;0,00;
0,00;0,00;136,11;0,03;0,00;0,00;
0,00;0,00;136,18;0,03;0,00;0,00;
0,00;0,00;136,26;0,03;0,00;0,00;
0,00;0,00;136,35;0,03;0,00;0,00;
0,00;0,00;136,42;0,03;0,00;0,00;
0,00;0,00;136,50;0,03;0,00;0,00;
0,00;0,00;136,58;0,03;0,00;0,00;
0,00;0,00;136,66;0,06;0,00;0,00;
0,00;0,00;136,75;0,07;0,00;0,00;
0,00;0,00;136,82;0,09;0,00;0,00;
0,00;0,00;136,90;0,08;0,00;0,00;
0,00;0,00;136,98;0,05;0,00;0,00;
0,00;0,00;137,06;0,15;0,00;0,00;
0,00;0,00;137,14;0,09;0,00;0,00;
0,00;0,00;137,23;0,07;0,00;0,00;
0,00;0,00;137,30;0,35;0,00;0,00;
0,00;0,00;137,38;0,23;0,00;0,00;
0,00;0,00;137,46;0,39;0,00;0,00;
0,00;0,00;137,55;0,15;0,00;0,00;
0,00;0,00;137,63;0,06;0,00;0,00;
0,00;0,00;137,71;0,03;0,00;0,00;
0,00;0,00;137,79;0,02;0,00;0,00;
0,00;0,00;137,87;0,06;0,00;0,00;
0,00;0,00;137,95;0,04;0,00;0,00;
0,00;0,00;138,02;0,04;0,00;0,00;
0,00;0,00;138,10;0,04;0,00;0,00;
0,00;0,00;138,18;0,04;0,00;0,00;
0,00;0,00;138,26;0,03;0,00;0,00;
0,00;0,00;138,34;0,04;0,00;0,00;
0,00;0,00;138,42;0,04;0,00;0,00;
0,00;0,00;138,51;0,03;0,00;0,00;
0,00;0,00;138,59;0,03;0,00;0,00;
0,00;0,00;138,66;0,04;0,00;0,00;
0,00;0,00;138,74;0,02;0,00;0,00;
0,00;0,00;138,83;0,04;0,00;0,00;
0,00;0,00;138,90;0,02;0,00;0,00;
0,00;0,00;138,98;0,03;0,00;0,00;
0,00;0,00;139,06;0,03;0,00;0,00;
0,00;0,00;139,15;0,03;0,00;0,00;
0,00;0,00;139,23;0,03;0,00;0,00;
0,00;0,00;139,30;0,03;0,00;0,00;
0,00;0,00;139,38;0,03;0,00;0,00;
0,00;0,00;139,46;0,03;0,00;0,00;
0,00;0,00;139,54;0,03;0,00;0,00;
0,00;0,00;139,62;0,03;0,00;0,00;
0,00;0,00;139,70;0,03;0,00;0,00;
0,00;0,00;139,78;0,04;0,00;0,00;
0,00;0,00;139,87;0,03;0,00;0,00;
0,00;0,00;139,94;0,03;0,00;0,00;
0,00;0,00;140,02;0,03;0,00;0,00;
0,00;0,00;140,10;0,03;0,00;0,00;
0,00;0,00;140,18;0,03;0,00;0,00;
0,00;0,00;140,26;0,03;0,00;0,00;
0,00;0,00;140,34;0,03;0,00;0,00;
0,00;0,00;140,43;0,03;0,00;0,00;
0,00;0,00;140,51;0,03;0,00;0,00;
0,00;0,00;140,58;0,03;0,00;0,00;
0,00;0,00;140,66;0,02;0,00;0,00;
0,00;0,00;140,74;0,03;0,00;0,00;
0,00;0,00;140,82;0,03;0,00;0,00;
0,00;0,00;140,91;0,03;0,00;0,00;
0,00;0,00;140,99;0,03;0,00;0,00;
0,00;0,00;141,07;0,03;0,00;0,00;
0,00;0,00;141,14;0,03;0,00;0,00;
0,00;0,00;141,22;0,03;0,00;0,00;
0,00;0,00;141,31;0,03;0,00;0,00;
0,00;0,00;141,39;0,03;0,00;0,00;
0,00;0,00;141,46;0,03;0,00;0,00;
0,00;0,00;141,54;0,03;0,00;0,00;
0,00;0,00;141,63;0,03;0,00;0,00;
0,00;0,00;141,71;0,03;0,00;0,00;
0,00;0,00;141,78;0,03;0,00;0,00;
0,00;0,00;141,86;0,75;0,00;0,00;
0,00;0,00;141,92;2,39;0,00;0,00;
0,00;0,00;141,98;4,27;0,00;0,00;
0,00;0,00;142,03;6,04;0,00;0,00;
0,00;0,00;142,05;6,29;0,00;0,00;
0,00;0,00;142,06;6,56;0,00;0,00;
0,00;0,00;142,06;6,76;0,00;0,00;
0,00;0,00;142,07;6,93;0,00;0,00;
0,00;0,00;142,07;7,04;0,00;0,00;
0,00;0,00;142,07;7,10;0,00;0,00;
0,00;0,00;142,07;7,13;0,00;0,00;
0,00;0,00;142,08;7,18;0,00;0,00;
0,00;0,00;142,08;7,24;0,00;0,00;
0,00;0,00;142,08;7,27;0,00;0,00;
0,00;0,00;142,08;7,30;0,00;0,00;
0,00;0,00;142,08;7,29;0,00;0,00;
0,00;0,00;142,08;7,27;0,00;0,00;
0,00;0,00;142,08;7,27;0,00;0,00;
0,00;0,00;142,08;7,30;0,00;0,00;
0,00;0,00;142,08;7,33;0,00;0,00;
0,00;0,00;142,08;7,33;0,00;0,00;
0,00;0,00;142,08;7,30;0,00;0,00;
