18819;21.01.21 08:08:15;22;Avvicinamento pre-pressata pressata Fuori Ingombro;start interrupted (14);20210120155206A0210;
0,00;0,00;114,90;0,22;0,00;0,00;
0,00;0,00;117,30;0,22;0,00;0,00;
0,00;0,00;119,69;0,14;0,00;0,00;
0,00;0,00;122,10;0,14;0,00;0,00;
0,00;0,00;124,50;0,06;0,00;0,00;
0,00;0,00;126,90;0,22;0,00;0,00;
0,00;0,00;129,30;0,14;0,00;0,00;
0,00;0,00;131,69;0,14;0,00;0,00;
0,00;0,00;134,10;0,14;0,00;0,00;
0,00;0,00;136,50;0,14;0,00;0,00;
0,00;0,00;138,90;0,22;0,00;0,00;
0,00;0,00;141,30;0,14;0,00;0,00;
0,00;0,00;143,69;0,22;0,00;0,00;
0,00;0,00;146,10;0,14;0,00;0,00;
0,00;0,00;148,50;0,14;0,00;0,00;
0,00;0,00;150,90;0,22;0,00;0,00;
0,00;0,00;153,29;0,14;0,00;0,00;
0,00;0,00;155,32;0,30;0,00;0,00;
0,00;0,00;157,06;0,14;0,00;0,00;
0,00;0,00;158,44;-0,02;0,00;0,00;
0,00;0,00;159,43;0,14;0,00;0,00;
0,00;0,00;160,05;0,06;0,00;0,00;
0,00;0,00;160,30;0,06;0,00;0,00;
0,00;0,00;161,12;0,14;0,00;0,00;
0,00;0,00;161,28;0,06;0,00;0,00;
0,00;0,00;161,44;0,06;0,00;0,00;
0,00;0,00;161,60;0,06;0,00;0,00;
0,00;0,00;161,76;0,06;0,00;0,00;
0,00;0,00;162,08;0,06;0,00;0,00;
0,00;0,00;162,24;0,14;0,00;0,00;
0,00;0,00;162,40;0,14;0,00;0,00;
0,00;0,00;162,56;0,14;0,00;0,00;
0,00;0,00;162,72;0,22;0,00;0,00;
0,00;0,00;162,88;0,14;0,00;0,00;
0,00;0,00;163,04;0,22;0,00;0,00;
0,00;0,00;163,20;0,14;0,00;0,00;
0,00;0,00;163,36;0,22;0,00;0,00;
0,00;0,00;163,52;0,06;0,00;0,00;
0,00;0,00;163,68;0,22;0,00;0,00;
0,00;0,00;163,84;0,14;0,00;0,00;
0,00;0,00;164,00;0,14;0,00;0,00;
0,00;0,00;164,16;0,22;0,00;0,00;
0,00;0,00;164,32;0,14;0,00;0,00;
0,00;0,00;164,48;0,22;0,00;0,00;
0,00;0,00;164,64;0,22;0,00;0,00;
0,00;0,00;164,80;0,22;0,00;0,00;
0,00;0,00;164,96;0,30;0,00;0,00;
0,00;0,00;165,12;0,30;0,00;0,00;
0,00;0,00;165,28;0,22;0,00;0,00;
0,00;0,00;165,44;0,22;0,00;0,00;
0,00;0,00;165,60;0,30;0,00;0,00;
0,00;0,00;165,76;0,14;0,00;0,00;
0,00;0,00;165,92;0,22;0,00;0,00;
0,00;0,00;166,08;0,30;0,00;0,00;
0,00;0,00;166,24;0,22;0,00;0,00;
0,00;0,00;166,40;0,14;0,00;0,00;
0,00;0,00;166,56;0,30;0,00;0,00;
0,00;0,00;166,72;0,30;0,00;0,00;
0,00;0,00;166,88;0,30;0,00;0,00;
0,00;0,00;167,04;0,22;0,00;0,00;
0,00;0,00;167,20;0,22;0,00;0,00;
0,00;0,00;167,36;0,22;0,00;0,00;
0,00;0,00;167,52;0,14;0,00;0,00;
0,00;0,00;167,68;0,30;0,00;0,00;
0,00;0,00;167,84;0,22;0,00;0,00;
0,00;0,00;168,00;0,30;0,00;0,00;
0,00;0,00;168,16;0,30;0,00;0,00;
0,00;0,00;168,32;0,30;0,00;0,00;
0,00;0,00;168,48;0,30;0,00;0,00;
0,00;0,00;168,64;0,30;0,00;0,00;
0,00;0,00;168,80;0,30;0,00;0,00;
0,00;0,00;168,96;0,30;0,00;0,00;
0,00;0,00;169,12;0,30;0,00;0,00;
0,00;0,00;169,28;0,14;0,00;0,00;
0,00;0,00;169,44;0,22;0,00;0,00;
0,00;0,00;169,60;0,22;0,00;0,00;
0,00;0,00;169,76;0,22;0,00;0,00;
0,00;0,00;169,92;0,30;0,00;0,00;
0,00;0,00;170,08;0,22;0,00;0,00;
0,00;0,00;170,24;0,22;0,00;0,00;
0,00;0,00;170,40;0,22;0,00;0,00;
0,00;0,00;170,56;0,22;0,00;0,00;
0,00;0,00;170,72;0,22;0,00;0,00;
0,00;0,00;170,88;0,22;0,00;0,00;
0,00;0,00;171,04;0,30;0,00;0,00;
0,00;0,00;171,20;0,30;0,00;0,00;
0,00;0,00;171,36;0,14;0,00;0,00;
0,00;0,00;171,52;0,22;0,00;0,00;
0,00;0,00;171,68;0,14;0,00;0,00;
0,00;0,00;171,84;0,30;0,00;0,00;
0,00;0,00;172,00;0,30;0,00;0,00;
0,00;0,00;172,16;0,30;0,00;0,00;
0,00;0,00;172,32;0,30;0,00;0,00;
0,00;0,00;172,48;0,22;0,00;0,00;
0,00;0,00;172,64;0,30;0,00;0,00;
0,00;0,00;172,80;0,30;0,00;0,00;
0,00;0,00;172,96;0,22;0,00;0,00;
0,00;0,00;173,12;0,30;0,00;0,00;
0,00;0,00;173,28;0,22;0,00;0,00;
0,00;0,00;173,44;0,22;0,00;0,00;
0,00;0,00;173,60;0,14;0,00;0,00;
0,00;0,00;173,76;0,22;0,00;0,00;
0,00;0,00;173,92;0,30;0,00;0,00;
0,00;0,00;174,08;0,30;0,00;0,00;
0,00;0,00;174,24;0,30;0,00;0,00;
0,00;0,00;174,40;0,14;0,00;0,00;
0,00;0,00;174,56;0,22;0,00;0,00;
0,00;0,00;174,72;0,30;0,00;0,00;
0,00;0,00;174,88;0,30;0,00;0,00;
0,00;0,00;175,04;0,30;0,00;0,00;
0,00;0,00;175,20;0,30;0,00;0,00;
0,00;0,00;175,36;0,14;0,00;0,00;
0,00;0,00;175,52;0,22;0,00;0,00;
