3679;03.02.20 15:25:55;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20200203151836;
0,00;0,00;197,97;0,08;0,00;0,00;
0,00;0,00;198,07;0,14;0,00;0,00;
0,00;0,00;198,20;0,08;0,00;0,00;
0,00;0,00;198,35;0,08;0,00;0,00;
0,00;0,00;198,52;0,08;0,00;0,00;
0,00;0,00;198,68;0,08;0,00;0,00;
0,00;0,00;198,84;0,08;0,00;0,00;
0,00;0,00;199,00;0,08;0,00;0,00;
0,00;0,00;199,16;0,08;0,00;0,00;
0,00;0,00;199,32;0,08;0,00;0,00;
0,00;0,00;199,48;0,08;0,00;0,00;
0,00;0,00;199,64;0,08;0,00;0,00;
0,00;0,00;199,80;0,08;0,00;0,00;
0,00;0,00;199,96;0,14;0,00;0,00;
0,00;0,00;200,12;0,08;0,00;0,00;
0,00;0,00;200,28;0,22;0,00;0,00;
0,00;0,00;200,44;0,08;0,00;0,00;
0,00;0,00;200,60;0,08;0,00;0,00;
0,00;0,00;200,76;0,08;0,00;0,00;
0,00;0,00;200,92;0,08;0,00;0,00;
0,00;0,00;201,08;0,08;0,00;0,00;
0,00;0,00;201,24;0,08;0,00;0,00;
0,00;0,00;201,40;0,22;0,00;0,00;
0,00;0,00;201,56;0,08;0,00;0,00;
0,00;0,00;201,72;0,14;0,00;0,00;
0,00;0,00;201,88;0,08;0,00;0,00;
0,00;0,00;202,04;0,14;0,00;0,00;
0,00;0,00;202,20;0,14;0,00;0,00;
0,00;0,00;202,36;0,14;0,00;0,00;
0,00;0,00;202,52;0,08;0,00;0,00;
0,00;0,00;202,68;0,08;0,00;0,00;
0,00;0,00;202,84;0,08;0,00;0,00;
0,00;0,00;203,00;0,08;0,00;0,00;
0,00;0,00;203,16;0,14;0,00;0,00;
0,00;0,00;203,32;0,14;0,00;0,00;
0,00;0,00;203,48;0,08;0,00;0,00;
0,00;0,00;203,64;0,30;0,00;0,00;
0,00;0,00;203,80;0,22;0,00;0,00;
0,00;0,00;203,96;0,30;0,00;0,00;
0,00;0,00;204,12;0,30;0,00;0,00;
0,00;0,00;204,28;0,37;0,00;0,00;
0,00;0,00;204,44;0,37;0,00;0,00;
0,00;0,00;204,60;0,37;0,00;0,00;
0,00;0,00;204,76;0,37;0,00;0,00;
0,00;0,00;204,92;0,37;0,00;0,00;
0,00;0,00;205,08;0,37;0,00;0,00;
0,00;0,00;205,24;0,37;0,00;0,00;
0,00;0,00;205,40;0,37;0,00;0,00;
0,00;0,00;205,56;0,45;0,00;0,00;
0,00;0,00;205,72;0,37;0,00;0,00;
0,00;0,00;205,88;0,37;0,00;0,00;
0,00;0,00;206,04;0,30;0,00;0,00;
0,00;0,00;206,20;0,08;0,00;0,00;
0,00;0,00;206,36;0,53;0,00;0,00;
0,00;0,00;206,52;2,04;0,00;0,00;
0,00;0,00;206,67;7,07;0,00;0,00;
0,00;0,00;206,73;10,26;0,00;0,00;
0,00;0,00;206,73;10,58;0,00;0,00;
0,00;0,00;206,74;10,87;0,00;0,00;
0,00;0,00;206,74;11,11;0,00;0,00;
0,00;0,00;206,74;11,34;0,00;0,00;
0,00;0,00;206,75;11,34;0,00;0,00;
0,00;0,00;206,75;11,26;0,00;0,00;
0,00;0,00;206,75;11,34;0,00;0,00;
0,00;0,00;206,75;11,42;0,00;0,00;
0,00;0,00;206,75;11,34;0,00;0,00;
0,00;0,00;206,75;11,34;0,00;0,00;
0,00;0,00;206,75;11,34;0,00;0,00;
0,00;0,00;206,75;11,34;0,00;0,00;
0,00;0,00;206,75;11,42;0,00;0,00;
0,00;0,00;206,75;11,34;0,00;0,00;
