15197;08.02.21 14:23:32;21;Avvicinamento Pressata Fuori Ingombro;position > max position (10);20210205134704P0037;
0,00;0,00;151,73;0,02;0,00;0,00;
0,00;0,00;151,80;0,02;0,00;0,00;
0,00;0,00;151,88;0,02;0,00;0,00;
0,00;0,00;151,96;0,02;0,00;0,00;
0,00;0,00;152,05;0,01;0,00;0,00;
0,00;0,00;152,12;0,02;0,00;0,00;
0,00;0,00;152,20;0,02;0,00;0,00;
0,00;0,00;152,28;0,02;0,00;0,00;
0,00;0,00;152,36;0,02;0,00;0,00;
0,00;0,00;152,44;0,02;0,00;0,00;
0,00;0,00;152,52;0,02;0,00;0,00;
0,00;0,00;152,60;0,02;0,00;0,00;
0,00;0,00;152,68;0,02;0,00;0,00;
0,00;0,00;152,76;0,02;0,00;0,00;
0,00;0,00;152,84;0,01;0,00;0,00;
0,00;0,00;152,93;0,02;0,00;0,00;
0,00;0,00;153,01;0,02;0,00;0,00;
0,00;0,00;153,08;0,02;0,00;0,00;
0,00;0,00;153,16;0,02;0,00;0,00;
0,00;0,00;153,24;0,02;0,00;0,00;
0,00;0,00;153,32;0,02;0,00;0,00;
0,00;0,00;153,40;0,01;0,00;0,00;
0,00;0,00;153,49;0,02;0,00;0,00;
0,00;0,00;153,57;0,02;0,00;0,00;
0,00;0,00;153,64;0,02;0,00;0,00;
0,00;0,00;153,72;0,02;0,00;0,00;
0,00;0,00;153,80;0,02;0,00;0,00;
0,00;0,00;153,88;0,02;0,00;0,00;
0,00;0,00;153,96;0,02;0,00;0,00;
0,00;0,00;154,04;0,01;0,00;0,00;
0,00;0,00;154,13;0,01;0,00;0,00;
0,00;0,00;154,21;0,02;0,00;0,00;
0,00;0,00;154,28;0,02;0,00;0,00;
0,00;0,00;154,37;0,02;0,00;0,00;
0,00;0,00;154,44;0,02;0,00;0,00;
0,00;0,00;154,52;0,01;0,00;0,00;
0,00;0,00;154,60;0,02;0,00;0,00;
0,00;0,00;154,68;0,02;0,00;0,00;
0,00;0,00;154,77;0,02;0,00;0,00;
0,00;0,00;154,85;0,02;0,00;0,00;
0,00;0,00;154,92;0,02;0,00;0,00;
0,00;0,00;155,00;0,01;0,00;0,00;
0,00;0,00;155,08;0,02;0,00;0,00;
0,00;0,00;155,17;0,02;0,00;0,00;
0,00;0,00;155,24;0,01;0,00;0,00;
0,00;0,00;155,32;0,02;0,00;0,00;
0,00;0,00;155,40;0,02;0,00;0,00;
0,00;0,00;155,49;0,02;0,00;0,00;
0,00;0,00;155,57;0,02;0,00;0,00;
0,00;0,00;155,64;0,02;0,00;0,00;
0,00;0,00;155,72;0,01;0,00;0,00;
0,00;0,00;155,80;0,02;0,00;0,00;
0,00;0,00;155,88;0,02;0,00;0,00;
0,00;0,00;155,96;0,02;0,00;0,00;
0,00;0,00;156,04;0,02;0,00;0,00;
0,00;0,00;156,12;0,01;0,00;0,00;
0,00;0,00;156,20;0,02;0,00;0,00;
0,00;0,00;156,28;0,02;0,00;0,00;
0,00;0,00;156,36;0,02;0,00;0,00;
0,00;0,00;156,40;0,02;0,00;0,00;
0,00;0,00;156,40;0,02;0,00;0,00;
0,00;0,00;156,40;0,01;0,00;0,00;
0,00;0,00;156,40;0,02;0,00;0,00;
0,00;0,00;156,40;0,02;0,00;0,00;
0,00;0,00;156,39;0,02;0,00;0,00;
0,00;0,00;156,39;0,01;0,00;0,00;
0,00;0,00;156,39;0,02;0,00;0,00;
0,00;0,00;156,39;0,01;0,00;0,00;
0,00;0,00;156,39;0,02;0,00;0,00;
0,00;0,00;156,39;0,01;0,00;0,00;
0,00;0,00;156,39;0,01;0,00;0,00;
