3531;04.09.20 15:44:42;21;Avvicinamento Pressata Finale;force < min. force (9);20200903160135A0211;
0,00;0,00;276,90;0,17;0,00;0,00;
0,00;0,00;277,02;0,17;0,00;0,00;
0,00;0,00;277,15;0,17;0,00;0,00;
0,00;0,00;277,28;0,17;0,00;0,00;
0,00;0,00;277,41;0,17;0,00;0,00;
0,00;0,00;277,53;0,17;0,00;0,00;
0,00;0,00;277,66;0,17;0,00;0,00;
0,00;0,00;277,79;0,17;0,00;0,00;
0,00;0,00;277,91;0,08;0,00;0,00;
0,00;0,00;277,90;0,04;0,00;0,00;
0,00;0,00;277,90;0,04;0,00;0,00;
0,00;0,00;277,90;0,04;0,00;0,00;
