3264;12.02.20 09:13:17;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200211155235;
0,00;0,00;154,95;-0,07;0,00;0,00;
0,00;0,00;155,11;-0,07;0,00;0,00;
0,00;0,00;155,27;-0,07;0,00;0,00;
0,00;0,00;155,43;-0,07;0,00;0,00;
0,00;0,00;155,59;-0,07;0,00;0,00;
0,00;0,00;155,75;-0,07;0,00;0,00;
0,00;0,00;155,91;-0,07;0,00;0,00;
0,00;0,00;156,07;-0,07;0,00;0,00;
0,00;0,00;156,23;-0,07;0,00;0,00;
0,00;0,00;156,39;-0,07;0,00;0,00;
0,00;0,00;156,55;-0,07;0,00;0,00;
0,00;0,00;156,71;-0,05;0,00;0,00;
0,00;0,00;156,87;-0,07;0,00;0,00;
0,00;0,00;157,03;-0,07;0,00;0,00;
0,00;0,00;157,19;-0,07;0,00;0,00;
0,00;0,00;157,35;-0,07;0,00;0,00;
0,00;0,00;157,51;-0,07;0,00;0,00;
0,00;0,00;157,67;-0,07;0,00;0,00;
0,00;0,00;157,83;-0,07;0,00;0,00;
0,00;0,00;157,99;-0,07;0,00;0,00;
0,00;0,00;158,15;-0,07;0,00;0,00;
0,00;0,00;158,31;-0,07;0,00;0,00;
0,00;0,00;158,47;-0,07;0,00;0,00;
0,00;0,00;158,63;-0,07;0,00;0,00;
0,00;0,00;158,79;-0,07;0,00;0,00;
0,00;0,00;158,95;-0,07;0,00;0,00;
0,00;0,00;159,11;-0,07;0,00;0,00;
0,00;0,00;159,27;-0,07;0,00;0,00;
0,00;0,00;159,43;-0,07;0,00;0,00;
0,00;0,00;159,59;-0,07;0,00;0,00;
0,00;0,00;159,75;-0,07;0,00;0,00;
0,00;0,00;159,91;-0,07;0,00;0,00;
0,00;0,00;160,07;-0,07;0,00;0,00;
0,00;0,00;160,23;-0,07;0,00;0,00;
0,00;0,00;160,39;-0,07;0,00;0,00;
0,00;0,00;160,55;-0,07;0,00;0,00;
0,00;0,00;160,71;-0,07;0,00;0,00;
0,00;0,00;160,87;-0,07;0,00;0,00;
0,00;0,00;161,03;-0,07;0,00;0,00;
0,00;0,00;161,19;-0,07;0,00;0,00;
0,00;0,00;161,35;-0,07;0,00;0,00;
0,00;0,00;161,51;-0,07;0,00;0,00;
0,00;0,00;161,67;-0,07;0,00;0,00;
0,00;0,00;161,83;-0,07;0,00;0,00;
0,00;0,00;161,99;-0,07;0,00;0,00;
0,00;0,00;162,15;-0,07;0,00;0,00;
0,00;0,00;162,31;-0,07;0,00;0,00;
0,00;0,00;162,47;-0,07;0,00;0,00;
0,00;0,00;162,63;-0,07;0,00;0,00;
0,00;0,00;162,79;-0,07;0,00;0,00;
0,00;0,00;162,95;-0,07;0,00;0,00;
0,00;0,00;163,11;-0,07;0,00;0,00;
0,00;0,00;163,27;-0,07;0,00;0,00;
0,00;0,00;163,43;-0,07;0,00;0,00;
0,00;0,00;163,59;-0,07;0,00;0,00;
0,00;0,00;163,75;-0,07;0,00;0,00;
0,00;0,00;163,91;-0,07;0,00;0,00;
0,00;0,00;164,07;-0,07;0,00;0,00;
0,00;0,00;164,23;-0,07;0,00;0,00;
0,00;0,00;164,39;-0,07;0,00;0,00;
0,00;0,00;164,55;-0,07;0,00;0,00;
0,00;0,00;164,71;-0,07;0,00;0,00;
0,00;0,00;164,87;-0,07;0,00;0,00;
0,00;0,00;165,03;-0,07;0,00;0,00;
0,00;0,00;165,19;-0,07;0,00;0,00;
0,00;0,00;165,35;-0,07;0,00;0,00;
0,00;0,00;165,51;-0,07;0,00;0,00;
0,00;0,00;165,67;-0,07;0,00;0,00;
0,00;0,00;165,83;-0,07;0,00;0,00;
0,00;0,00;165,99;-0,07;0,00;0,00;
0,00;0,00;166,05;-0,09;0,00;0,00;
0,00;0,00;166,06;-0,09;0,00;0,00;
0,00;0,00;166,06;-0,07;0,00;0,00;
0,00;0,00;166,06;-0,07;0,00;0,00;
0,00;0,00;166,06;-0,07;0,00;0,00;
0,00;0,00;166,06;-0,07;0,00;0,00;
0,00;0,00;166,06;-0,07;0,00;0,00;
0,00;0,00;166,06;-0,07;0,00;0,00;
0,00;0,00;166,06;-0,07;0,00;0,00;
0,00;0,00;166,06;-0,09;0,00;0,00;
0,00;0,00;166,06;-0,09;0,00;0,00;
0,00;0,00;166,06;-0,09;0,00;0,00;
0,00;0,00;166,06;-0,09;0,00;0,00;
0,00;0,00;166,05;-0,12;0,00;0,00;
