3172;10.02.20 11:06:47;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200210100417;
0,00;0,00;171,69;0,06;0,00;0,00;
0,00;0,00;171,78;0,11;0,00;0,00;
0,00;0,00;171,92;0,18;0,00;0,00;
0,00;0,00;172,08;0,18;0,00;0,00;
0,00;0,00;172,25;0,16;0,00;0,00;
0,00;0,00;172,42;0,11;0,00;0,00;
0,00;0,00;172,58;0,09;0,00;0,00;
0,00;0,00;172,74;0,09;0,00;0,00;
0,00;0,00;172,91;0,16;0,00;0,00;
0,00;0,00;173,07;0,11;0,00;0,00;
0,00;0,00;173,23;0,13;0,00;0,00;
0,00;0,00;173,39;0,11;0,00;0,00;
0,00;0,00;173,55;0,11;0,00;0,00;
0,00;0,00;173,71;0,16;0,00;0,00;
0,00;0,00;173,87;0,09;0,00;0,00;
0,00;0,00;174,03;0,11;0,00;0,00;
0,00;0,00;174,19;0,11;0,00;0,00;
0,00;0,00;174,35;0,16;0,00;0,00;
0,00;0,00;174,51;0,11;0,00;0,00;
0,00;0,00;174,67;0,13;0,00;0,00;
0,00;0,00;174,83;0,13;0,00;0,00;
0,00;0,00;174,99;0,18;0,00;0,00;
0,00;0,00;175,15;0,16;0,00;0,00;
0,00;0,00;175,31;0,11;0,00;0,00;
0,00;0,00;175,47;0,16;0,00;0,00;
0,00;0,00;175,63;0,13;0,00;0,00;
0,00;0,00;175,79;0,13;0,00;0,00;
0,00;0,00;175,95;0,11;0,00;0,00;
0,00;0,00;176,11;0,13;0,00;0,00;
0,00;0,00;176,27;0,11;0,00;0,00;
0,00;0,00;176,43;0,13;0,00;0,00;
0,00;0,00;176,59;0,11;0,00;0,00;
0,00;0,00;176,75;0,13;0,00;0,00;
0,00;0,00;176,91;0,13;0,00;0,00;
0,00;0,00;177,07;0,13;0,00;0,00;
0,00;0,00;177,23;0,11;0,00;0,00;
0,00;0,00;177,39;0,11;0,00;0,00;
0,00;0,00;177,55;0,11;0,00;0,00;
0,00;0,00;177,71;0,13;0,00;0,00;
0,00;0,00;177,87;0,13;0,00;0,00;
0,00;0,00;178,03;0,11;0,00;0,00;
0,00;0,00;178,19;0,16;0,00;0,00;
0,00;0,00;178,35;0,13;0,00;0,00;
0,00;0,00;178,51;0,16;0,00;0,00;
0,00;0,00;178,67;0,16;0,00;0,00;
0,00;0,00;178,83;0,13;0,00;0,00;
0,00;0,00;178,99;0,09;0,00;0,00;
0,00;0,00;179,15;0,09;0,00;0,00;
0,00;0,00;179,31;0,13;0,00;0,00;
0,00;0,00;179,35;0,11;0,00;0,00;
0,00;0,00;179,36;0,13;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,36;0,09;0,00;0,00;
0,00;0,00;179,35;0,09;0,00;0,00;
0,00;0,00;179,35;0,09;0,00;0,00;
