2453;12.12.19 18:03:50;21;Avvicinamento Pressata Finale;position < min position (11);20191212175144;
0,00;0,00;248,68;0,04;0,00;0,00;
0,00;0,00;248,84;0,04;0,00;0,00;
0,00;0,00;249,00;0,04;0,00;0,00;
0,00;0,00;249,16;0,04;0,00;0,00;
0,00;0,00;249,32;0,04;0,00;0,00;
0,00;0,00;249,48;0,04;0,00;0,00;
0,00;0,00;249,64;-0,04;0,00;0,00;
0,00;0,00;249,96;0,04;0,00;0,00;
0,00;0,00;250,12;0,04;0,00;0,00;
0,00;0,00;250,28;0,04;0,00;0,00;
0,00;0,00;250,44;0,04;0,00;0,00;
0,00;0,00;250,60;0,04;0,00;0,00;
0,00;0,00;250,76;0,04;0,00;0,00;
0,00;0,00;250,92;0,04;0,00;0,00;
0,00;0,00;251,08;0,09;0,00;0,00;
0,00;0,00;251,24;0,22;0,00;0,00;
0,00;0,00;251,40;0,18;0,00;0,00;
0,00;0,00;251,56;0,22;0,00;0,00;
0,00;0,00;251,72;0,22;0,00;0,00;
0,00;0,00;251,88;0,26;0,00;0,00;
0,00;0,00;252,04;0,26;0,00;0,00;
0,00;0,00;252,20;0,22;0,00;0,00;
0,00;0,00;252,36;0,22;0,00;0,00;
0,00;0,00;252,52;0,22;0,00;0,00;
0,00;0,00;252,68;0,18;0,00;0,00;
0,00;0,00;252,84;0,18;0,00;0,00;
0,00;0,00;253,00;0,13;0,00;0,00;
0,00;0,00;253,16;0,13;0,00;0,00;
0,00;0,00;253,32;0,22;0,00;0,00;
0,00;0,00;253,48;0,18;0,00;0,00;
0,00;0,00;253,64;0,22;0,00;0,00;
0,00;0,00;253,79;2,09;0,00;0,00;
0,00;0,00;253,94;4,00;0,00;0,00;
0,00;0,00;254,10;2,70;0,00;0,00;
0,00;0,00;254,28;2,47;0,00;0,00;
0,00;0,00;254,44;2,35;0,00;0,00;
0,00;0,00;254,60;2,39;0,00;0,00;
0,00;0,00;254,76;2,39;0,00;0,00;
0,00;0,00;254,92;2,48;0,00;0,00;
0,00;0,00;255,08;2,44;0,00;0,00;
0,00;0,00;255,24;2,48;0,00;0,00;
0,00;0,00;255,40;2,56;0,00;0,00;
0,00;0,00;255,56;2,61;0,00;0,00;
0,00;0,00;255,72;2,70;0,00;0,00;
0,00;0,00;255,88;2,74;0,00;0,00;
0,00;0,00;256,04;2,83;0,00;0,00;
0,00;0,00;256,20;2,82;0,00;0,00;
0,00;0,00;256,36;2,82;0,00;0,00;
0,00;0,00;256,52;2,95;0,00;0,00;
0,00;0,00;256,68;3,13;0,00;0,00;
0,00;0,00;256,84;3,09;0,00;0,00;
0,00;0,00;257,00;3,04;0,00;0,00;
0,00;0,00;257,16;3,18;0,00;0,00;
0,00;0,00;257,32;3,22;0,00;0,00;
0,00;0,00;257,48;3,31;0,00;0,00;
0,00;0,00;257,64;3,26;0,00;0,00;
0,00;0,00;257,80;3,22;0,00;0,00;
0,00;0,00;257,96;3,39;0,00;0,00;
0,00;0,00;258,11;3,66;0,00;0,00;
0,00;0,00;258,28;3,48;0,00;0,00;
0,00;0,00;258,44;3,30;0,00;0,00;
0,00;0,00;258,60;3,48;0,00;0,00;
0,00;0,00;258,76;3,74;0,00;0,00;
0,00;0,00;258,92;3,74;0,00;0,00;
0,00;0,00;259,08;3,57;0,00;0,00;
0,00;0,00;259,24;3,52;0,00;0,00;
0,00;0,00;259,40;3,87;0,00;0,00;
0,00;0,00;259,56;4,04;0,00;0,00;
0,00;0,00;259,72;3,87;0,00;0,00;
0,00;0,00;259,88;3,74;0,00;0,00;
0,00;0,00;260,04;3,91;0,00;0,00;
0,00;0,00;260,20;4,26;0,00;0,00;
0,00;0,00;260,36;4,17;0,00;0,00;
0,00;0,00;260,52;4,00;0,00;0,00;
0,00;0,00;260,68;3,82;0,00;0,00;
0,00;0,00;260,84;4,30;0,00;0,00;
0,00;0,00;261,00;4,52;0,00;0,00;
0,00;0,00;261,16;4,26;0,00;0,00;
0,00;0,00;261,32;4,22;0,00;0,00;
0,00;0,00;261,48;4,22;0,00;0,00;
0,00;0,00;261,64;4,70;0,00;0,00;
0,00;0,00;261,80;4,65;0,00;0,00;
0,00;0,00;261,96;4,35;0,00;0,00;
0,00;0,00;262,12;4,26;0,00;0,00;
0,00;0,00;262,28;4,52;0,00;0,00;
0,00;0,00;262,44;4,79;0,00;0,00;
0,00;0,00;262,60;4,65;0,00;0,00;
0,00;0,00;262,76;4,38;0,00;0,00;
0,00;0,00;262,92;4,61;0,00;0,00;
0,00;0,00;263,07;4,91;0,00;0,00;
0,00;0,00;263,24;4,87;0,00;0,00;
0,00;0,00;263,40;4,70;0,00;0,00;
0,00;0,00;263,56;4,61;0,00;0,00;
0,00;0,00;263,72;4,91;0,00;0,00;
0,00;0,00;263,88;5,13;0,00;0,00;
0,00;0,00;264,04;5,04;0,00;0,00;
0,00;0,00;264,20;4,70;0,00;0,00;
0,00;0,00;264,36;4,95;0,00;0,00;
0,00;0,00;264,52;5,26;0,00;0,00;
0,00;0,00;264,68;5,18;0,00;0,00;
0,00;0,00;264,84;5,00;0,00;0,00;
0,00;0,00;265,00;4,91;0,00;0,00;
0,00;0,00;265,16;5,18;0,00;0,00;
0,00;0,00;265,32;5,43;0,00;0,00;
0,00;0,00;265,48;5,39;0,00;0,00;
0,00;0,00;265,64;5,09;0,00;0,00;
0,00;0,00;265,80;5,27;0,00;0,00;
0,00;0,00;265,96;5,51;0,00;0,00;
0,00;0,00;266,12;5,52;0,00;0,00;
0,00;0,00;266,28;5,30;0,00;0,00;
0,00;0,00;266,43;5,26;0,00;0,00;
0,00;0,00;266,60;5,60;0,00;0,00;
0,00;0,00;266,76;5,78;0,00;0,00;
0,00;0,00;266,92;5,69;0,00;0,00;
0,00;0,00;267,08;5,39;0,00;0,00;
0,00;0,00;267,24;5,65;0,00;0,00;
0,00;0,00;267,40;5,91;0,00;0,00;
0,00;0,00;267,56;5,95;0,00;0,00;
0,00;0,00;267,72;5,74;0,00;0,00;
0,00;0,00;267,88;5,60;0,00;0,00;
0,00;0,00;268,03;6,08;0,00;0,00;
0,00;0,00;268,19;6,39;0,00;0,00;
0,00;0,00;268,36;6,48;0,00;0,00;
0,00;0,00;268,52;6,22;0,00;0,00;
0,00;0,00;268,68;6,39;0,00;0,00;
0,00;0,00;268,84;6,78;0,00;0,00;
0,00;0,00;268,99;7,04;0,00;0,00;
0,00;0,00;269,16;7,12;0,00;0,00;
0,00;0,00;269,31;6,96;0,00;0,00;
0,00;0,00;269,47;7,26;0,00;0,00;
0,00;0,00;269,63;7,87;0,00;0,00;
0,00;0,00;269,79;8,57;0,00;0,00;
0,00;0,00;269,95;9,21;0,00;0,00;
0,00;0,00;270,11;10,66;0,00;0,00;
0,00;0,00;270,26;12,22;0,00;0,00;
0,00;0,00;270,42;13,91;0,00;0,00;
0,00;0,00;270,57;15,87;0,00;0,00;
0,00;0,00;270,73;17,48;0,00;0,00;
0,00;0,00;270,89;19,31;0,00;0,00;
0,00;0,00;271,05;21,04;0,00;0,00;
0,00;0,00;271,06;20,48;0,00;0,00;
0,00;0,00;271,07;20,61;0,00;0,00;
0,00;0,00;271,07;20,57;0,00;0,00;
0,00;0,00;271,07;20,65;0,00;0,00;
0,00;0,00;271,07;20,74;0,00;0,00;
0,00;0,00;271,08;20,74;0,00;0,00;
0,00;0,00;271,08;20,70;0,00;0,00;
0,00;0,00;271,08;20,70;0,00;0,00;
0,00;0,00;271,08;20,65;0,00;0,00;
0,00;0,00;271,08;20,70;0,00;0,00;
0,00;0,00;271,08;20,70;0,00;0,00;
0,00;0,00;271,08;20,70;0,00;0,00;
0,00;0,00;271,08;20,70;0,00;0,00;
0,00;0,00;271,08;20,74;0,00;0,00;
0,00;0,00;271,08;20,74;0,00;0,00;
0,00;0,00;271,08;20,74;0,00;0,00;
0,00;0,00;271,08;20,70;0,00;0,00;
