2661;10.02.20 18:24:26;21;Avvicinamento Pressata Finale;force > max. force (8);20200210173657;
0,00;0,00;283,06;2,78;0,00;0,00;
0,00;0,00;283,22;2,61;0,00;0,00;
0,00;0,00;283,38;2,56;0,00;0,00;
0,00;0,00;283,54;2,70;0,00;0,00;
0,00;0,00;283,70;2,91;0,00;0,00;
0,00;0,00;283,86;3,04;0,00;0,00;
0,00;0,00;284,02;2,82;0,00;0,00;
0,00;0,00;284,18;2,69;0,00;0,00;
0,00;0,00;284,34;2,95;0,00;0,00;
0,00;0,00;284,50;3,08;0,00;0,00;
0,00;0,00;284,66;2,95;0,00;0,00;
0,00;0,00;284,82;2,78;0,00;0,00;
0,00;0,00;284,98;2,91;0,00;0,00;
0,00;0,00;285,14;3,03;0,00;0,00;
0,00;0,00;285,30;3,04;0,00;0,00;
0,00;0,00;285,46;2,95;0,00;0,00;
0,00;0,00;285,62;2,95;0,00;0,00;
0,00;0,00;285,78;3,00;0,00;0,00;
0,00;0,00;285,94;3,09;0,00;0,00;
0,00;0,00;286,10;3,04;0,00;0,00;
0,00;0,00;286,26;3,00;0,00;0,00;
0,00;0,00;286,42;3,08;0,00;0,00;
0,00;0,00;286,58;3,21;0,00;0,00;
0,00;0,00;286,74;3,21;0,00;0,00;
0,00;0,00;286,90;3,09;0,00;0,00;
0,00;0,00;287,06;3,17;0,00;0,00;
0,00;0,00;287,22;3,30;0,00;0,00;
0,00;0,00;287,38;3,30;0,00;0,00;
0,00;0,00;287,54;3,26;0,00;0,00;
0,00;0,00;287,70;3,30;0,00;0,00;
0,00;0,00;287,86;3,39;0,00;0,00;
0,00;0,00;288,02;3,39;0,00;0,00;
0,00;0,00;288,18;3,39;0,00;0,00;
0,00;0,00;288,34;3,34;0,00;0,00;
0,00;0,00;288,50;3,43;0,00;0,00;
0,00;0,00;288,66;3,47;0,00;0,00;
0,00;0,00;288,82;3,51;0,00;0,00;
0,00;0,00;288,98;3,51;0,00;0,00;
0,00;0,00;289,14;3,56;0,00;0,00;
0,00;0,00;289,30;3,51;0,00;0,00;
0,00;0,00;289,46;3,56;0,00;0,00;
0,00;0,00;289,62;3,65;0,00;0,00;
0,00;0,00;289,78;3,65;0,00;0,00;
0,00;0,00;289,94;3,56;0,00;0,00;
0,00;0,00;290,10;3,65;0,00;0,00;
0,00;0,00;290,26;3,74;0,00;0,00;
0,00;0,00;290,42;3,78;0,00;0,00;
0,00;0,00;290,58;3,74;0,00;0,00;
0,00;0,00;290,74;3,78;0,00;0,00;
0,00;0,00;290,90;3,78;0,00;0,00;
0,00;0,00;291,06;3,82;0,00;0,00;
0,00;0,00;291,22;3,87;0,00;0,00;
0,00;0,00;291,38;3,87;0,00;0,00;
0,00;0,00;291,54;3,91;0,00;0,00;
0,00;0,00;291,70;3,99;0,00;0,00;
0,00;0,00;291,86;4,13;0,00;0,00;
0,00;0,00;292,02;4,08;0,00;0,00;
0,00;0,00;292,18;4,08;0,00;0,00;
0,00;0,00;292,34;4,22;0,00;0,00;
0,00;0,00;292,50;4,22;0,00;0,00;
0,00;0,00;292,66;4,17;0,00;0,00;
0,00;0,00;292,82;4,22;0,00;0,00;
0,00;0,00;292,98;4,26;0,00;0,00;
0,00;0,00;293,14;4,30;0,00;0,00;
0,00;0,00;293,30;4,30;0,00;0,00;
0,00;0,00;293,46;4,26;0,00;0,00;
0,00;0,00;293,62;4,30;0,00;0,00;
0,00;0,00;293,78;4,43;0,00;0,00;
0,00;0,00;293,94;4,52;0,00;0,00;
0,00;0,00;294,10;4,52;0,00;0,00;
0,00;0,00;294,26;4,52;0,00;0,00;
0,00;0,00;294,42;4,61;0,00;0,00;
0,00;0,00;294,58;4,82;0,00;0,00;
0,00;0,00;294,74;4,78;0,00;0,00;
0,00;0,00;294,90;4,78;0,00;0,00;
0,00;0,00;295,06;4,87;0,00;0,00;
0,00;0,00;295,22;4,95;0,00;0,00;
0,00;0,00;295,38;5,08;0,00;0,00;
0,00;0,00;295,54;5,08;0,00;0,00;
0,00;0,00;295,70;5,04;0,00;0,00;
0,00;0,00;295,86;5,12;0,00;0,00;
0,00;0,00;296,02;5,30;0,00;0,00;
0,00;0,00;296,18;5,35;0,00;0,00;
0,00;0,00;296,34;5,35;0,00;0,00;
0,00;0,00;296,50;5,35;0,00;0,00;
0,00;0,00;296,66;5,48;0,00;0,00;
0,00;0,00;296,82;5,56;0,00;0,00;
0,00;0,00;296,98;5,48;0,00;0,00;
0,00;0,00;297,14;5,57;0,00;0,00;
0,00;0,00;297,30;5,65;0,00;0,00;
0,00;0,00;297,46;5,69;0,00;0,00;
0,00;0,00;297,62;5,65;0,00;0,00;
0,00;0,00;297,78;5,65;0,00;0,00;
0,00;0,00;297,94;5,69;0,00;0,00;
0,00;0,00;298,10;5,74;0,00;0,00;
0,00;0,00;298,26;5,87;0,00;0,00;
0,00;0,00;298,42;5,74;0,00;0,00;
0,00;0,00;298,58;5,78;0,00;0,00;
0,00;0,00;298,74;5,83;0,00;0,00;
0,00;0,00;298,90;5,95;0,00;0,00;
0,00;0,00;299,06;5,91;0,00;0,00;
0,00;0,00;299,22;5,91;0,00;0,00;
0,00;0,00;299,38;5,99;0,00;0,00;
0,00;0,00;299,54;6,04;0,00;0,00;
0,00;0,00;299,70;6,08;0,00;0,00;
0,00;0,00;299,86;5,99;0,00;0,00;
0,00;0,00;300,02;5,95;0,00;0,00;
0,00;0,00;300,18;6,04;0,00;0,00;
0,00;0,00;300,34;6,13;0,00;0,00;
0,00;0,00;300,50;6,17;0,00;0,00;
0,00;0,00;300,66;6,13;0,00;0,00;
0,00;0,00;300,82;6,22;0,00;0,00;
0,00;0,00;300,98;6,26;0,00;0,00;
0,00;0,00;301,14;6,30;0,00;0,00;
0,00;0,00;301,30;6,21;0,00;0,00;
0,00;0,00;301,46;6,26;0,00;0,00;
0,00;0,00;301,62;6,34;0,00;0,00;
0,00;0,00;301,78;6,43;0,00;0,00;
0,00;0,00;301,94;6,34;0,00;0,00;
0,00;0,00;302,10;6,39;0,00;0,00;
0,00;0,00;302,26;6,52;0,00;0,00;
0,00;0,00;302,42;6,61;0,00;0,00;
0,00;0,00;302,58;6,56;0,00;0,00;
0,00;0,00;302,74;6,48;0,00;0,00;
0,00;0,00;302,90;6,61;0,00;0,00;
0,00;0,00;303,06;6,69;0,00;0,00;
0,00;0,00;303,22;6,60;0,00;0,00;
0,00;0,00;303,38;6,73;0,00;0,00;
0,00;0,00;303,54;6,64;0,00;0,00;
0,00;0,00;303,70;6,69;0,00;0,00;
0,00;0,00;303,86;6,82;0,00;0,00;
0,00;0,00;304,02;6,82;0,00;0,00;
0,00;0,00;304,18;6,82;0,00;0,00;
0,00;0,00;304,34;6,87;0,00;0,00;
0,00;0,00;304,50;6,96;0,00;0,00;
0,00;0,00;304,66;7,00;0,00;0,00;
0,00;0,00;304,82;6,96;0,00;0,00;
0,00;0,00;304,98;6,91;0,00;0,00;
0,00;0,00;305,14;7,04;0,00;0,00;
0,00;0,00;305,30;7,08;0,00;0,00;
0,00;0,00;305,46;7,08;0,00;0,00;
0,00;0,00;305,62;7,09;0,00;0,00;
0,00;0,00;305,78;7,09;0,00;0,00;
0,00;0,00;305,94;7,21;0,00;0,00;
0,00;0,00;306,10;7,17;0,00;0,00;
0,00;0,00;306,26;7,12;0,00;0,00;
0,00;0,00;306,42;7,12;0,00;0,00;
0,00;0,00;306,58;7,30;0,00;0,00;
0,00;0,00;306,74;7,39;0,00;0,00;
0,00;0,00;306,90;7,82;0,00;0,00;
0,00;0,00;307,04;13,61;0,00;0,00;
0,00;0,00;307,16;20,96;0,00;0,00;
0,00;0,00;307,29;29,09;0,00;0,00;
0,00;0,00;307,30;30,78;0,00;0,00;
0,00;0,00;307,31;31,74;0,00;0,00;
0,00;0,00;307,33;32,53;0,00;0,00;
0,00;0,00;307,34;33,31;0,00;0,00;
0,00;0,00;307,35;33,70;0,00;0,00;
0,00;0,00;307,35;34,09;0,00;0,00;
0,00;0,00;307,36;34,44;0,00;0,00;
0,00;0,00;307,36;34,62;0,00;0,00;
0,00;0,00;307,37;34,88;0,00;0,00;
0,00;0,00;307,37;35,13;0,00;0,00;
0,00;0,00;307,37;35,13;0,00;0,00;
0,00;0,00;307,37;35,27;0,00;0,00;
0,00;0,00;307,37;35,39;0,00;0,00;
0,00;0,00;307,38;35,44;0,00;0,00;
0,00;0,00;307,38;35,48;0,00;0,00;
0,00;0,00;307,38;35,48;0,00;0,00;
0,00;0,00;307,38;35,48;0,00;0,00;
0,00;0,00;307,38;35,48;0,00;0,00;
0,00;0,00;307,38;35,52;0,00;0,00;
0,00;0,00;307,38;35,52;0,00;0,00;
0,00;0,00;307,38;35,52;0,00;0,00;
0,00;0,00;307,38;35,57;0,00;0,00;
0,00;0,00;307,38;35,61;0,00;0,00;
