14875;03.02.21 11:06:45;21;Avvicinamento Pressata Fuori Ingombro;position > max position (10);20210203091744P0037;
0,00;0,00;134,46;0,02;0,00;0,00;
0,00;0,00;134,54;0,01;0,00;0,00;
0,00;0,00;134,62;0,03;0,00;0,00;
0,00;0,00;134,70;0,01;0,00;0,00;
0,00;0,00;134,79;0,01;0,00;0,00;
0,00;0,00;134,87;0,01;0,00;0,00;
0,00;0,00;134,94;0,02;0,00;0,00;
0,00;0,00;135,02;0,03;0,00;0,00;
0,00;0,00;135,10;0,02;0,00;0,00;
0,00;0,00;135,18;0,01;0,00;0,00;
0,00;0,00;135,26;0,03;0,00;0,00;
0,00;0,00;135,34;0,02;0,00;0,00;
0,00;0,00;135,42;0,02;0,00;0,00;
0,00;0,00;135,50;0,01;0,00;0,00;
0,00;0,00;135,59;0,01;0,00;0,00;
0,00;0,00;135,66;0,02;0,00;0,00;
0,00;0,00;135,74;0,02;0,00;0,00;
0,00;0,00;135,82;0,02;0,00;0,00;
0,00;0,00;135,90;0,02;0,00;0,00;
0,00;0,00;135,99;0,01;0,00;0,00;
0,00;0,00;136,06;0,02;0,00;0,00;
0,00;0,00;136,14;0,01;0,00;0,00;
0,00;0,00;136,22;0,01;0,00;0,00;
0,00;0,00;136,31;0,01;0,00;0,00;
0,00;0,00;136,38;0,02;0,00;0,00;
0,00;0,00;136,46;0,01;0,00;0,00;
0,00;0,00;136,54;0,01;0,00;0,00;
0,00;0,00;136,62;0,02;0,00;0,00;
0,00;0,00;136,71;0,01;0,00;0,00;
0,00;0,00;136,78;0,01;0,00;0,00;
0,00;0,00;136,86;0,01;0,00;0,00;
0,00;0,00;136,94;0,03;0,00;0,00;
0,00;0,00;137,02;0,01;0,00;0,00;
0,00;0,00;137,10;0,01;0,00;0,00;
0,00;0,00;137,19;0,01;0,00;0,00;
0,00;0,00;137,26;0,01;0,00;0,00;
0,00;0,00;137,35;0,01;0,00;0,00;
0,00;0,00;137,42;0,02;0,00;0,00;
0,00;0,00;137,50;0,02;0,00;0,00;
0,00;0,00;137,59;0,01;0,00;0,00;
0,00;0,00;137,66;0,01;0,00;0,00;
0,00;0,00;137,74;0,02;0,00;0,00;
0,00;0,00;137,82;0,01;0,00;0,00;
0,00;0,00;137,90;0,02;0,00;0,00;
0,00;0,00;137,99;0,01;0,00;0,00;
0,00;0,00;138,06;0,03;0,00;0,00;
0,00;0,00;138,14;0,01;0,00;0,00;
0,00;0,00;138,22;0,02;0,00;0,00;
0,00;0,00;138,30;0,01;0,00;0,00;
0,00;0,00;138,39;0,01;0,00;0,00;
0,00;0,00;138,46;0,02;0,00;0,00;
0,00;0,00;138,54;0,03;0,00;0,00;
0,00;0,00;138,62;0,03;0,00;0,00;
0,00;0,00;138,70;0,01;0,00;0,00;
0,00;0,00;138,79;0,02;0,00;0,00;
0,00;0,00;138,86;0,01;0,00;0,00;
0,00;0,00;138,94;0,01;0,00;0,00;
0,00;0,00;139,02;0,01;0,00;0,00;
0,00;0,00;139,11;0,01;0,00;0,00;
0,00;0,00;139,19;0,03;0,00;0,00;
0,00;0,00;139,26;0,02;0,00;0,00;
0,00;0,00;139,34;0,01;0,00;0,00;
0,00;0,00;139,42;0,01;0,00;0,00;
0,00;0,00;139,50;0,02;0,00;0,00;
0,00;0,00;139,58;0,02;0,00;0,00;
0,00;0,00;139,66;0,02;0,00;0,00;
0,00;0,00;139,74;0,02;0,00;0,00;
0,00;0,00;139,82;0,01;0,00;0,00;
0,00;0,00;139,90;0,01;0,00;0,00;
0,00;0,00;139,98;0,02;0,00;0,00;
0,00;0,00;140,07;0,01;0,00;0,00;
0,00;0,00;140,14;0,02;0,00;0,00;
0,00;0,00;140,22;0,01;0,00;0,00;
0,00;0,00;140,30;0,01;0,00;0,00;
0,00;0,00;140,39;0,01;0,00;0,00;
0,00;0,00;140,47;0,01;0,00;0,00;
0,00;0,00;140,54;0,02;0,00;0,00;
0,00;0,00;140,62;0,01;0,00;0,00;
0,00;0,00;140,70;0,02;0,00;0,00;
0,00;0,00;140,79;0,01;0,00;0,00;
0,00;0,00;140,86;0,01;0,00;0,00;
0,00;0,00;140,94;0,01;0,00;0,00;
0,00;0,00;141,03;0,02;0,00;0,00;
0,00;0,00;141,11;0,01;0,00;0,00;
0,00;0,00;141,19;0,01;0,00;0,00;
0,00;0,00;141,27;0,01;0,00;0,00;
0,00;0,00;141,34;0,02;0,00;0,00;
0,00;0,00;141,42;0,03;0,00;0,00;
0,00;0,00;141,50;0,01;0,00;0,00;
0,00;0,00;141,58;0,02;0,00;0,00;
0,00;0,00;141,67;0,01;0,00;0,00;
0,00;0,00;141,75;0,01;0,00;0,00;
0,00;0,00;141,82;0,01;0,00;0,00;
0,00;0,00;141,90;0,01;0,00;0,00;
0,00;0,00;141,98;0,01;0,00;0,00;
0,00;0,00;142,14;0,01;0,00;0,00;
0,00;0,00;142,23;0,02;0,00;0,00;
0,00;0,00;142,30;0,01;0,00;0,00;
0,00;0,00;142,38;0,02;0,00;0,00;
0,00;0,00;142,46;0,01;0,00;0,00;
0,00;0,00;142,55;0,01;0,00;0,00;
0,00;0,00;142,62;0,01;0,00;0,00;
0,00;0,00;142,70;0,02;0,00;0,00;
0,00;0,00;142,87;0,01;0,00;0,00;
0,00;0,00;142,95;0,01;0,00;0,00;
0,00;0,00;143,02;0,02;0,00;0,00;
0,00;0,00;143,10;0,01;0,00;0,00;
0,00;0,00;143,19;0,01;0,00;0,00;
0,00;0,00;143,27;0,01;0,00;0,00;
0,00;0,00;143,34;0,02;0,00;0,00;
0,00;0,00;143,42;0,01;0,00;0,00;
0,00;0,00;143,51;0,01;0,00;0,00;
0,00;0,00;143,59;0,03;0,00;0,00;
0,00;0,00;143,66;0,02;0,00;0,00;
0,00;0,00;143,74;0,02;0,00;0,00;
0,00;0,00;143,82;0,01;0,00;0,00;
0,00;0,00;143,90;0,01;0,00;0,00;
0,00;0,00;143,98;0,01;0,00;0,00;
0,00;0,00;144,06;0,01;0,00;0,00;
0,00;0,00;144,15;0,03;0,00;0,00;
0,00;0,00;144,23;0,02;0,00;0,00;
0,00;0,00;144,30;0,03;0,00;0,00;
0,00;0,00;144,38;0,02;0,00;0,00;
0,00;0,00;144,46;0,02;0,00;0,00;
0,00;0,00;144,54;0,01;0,00;0,00;
0,00;0,00;144,62;0,01;0,00;0,00;
0,00;0,00;144,70;0,03;0,00;0,00;
0,00;0,00;144,79;0,01;0,00;0,00;
0,00;0,00;144,86;0,01;0,00;0,00;
0,00;0,00;144,94;0,01;0,00;0,00;
0,00;0,00;145,02;0,02;0,00;0,00;
0,00;0,00;145,10;0,02;0,00;0,00;
0,00;0,00;145,19;0,03;0,00;0,00;
0,00;0,00;145,26;0,01;0,00;0,00;
0,00;0,00;145,34;0,02;0,00;0,00;
0,00;0,00;145,42;0,03;0,00;0,00;
0,00;0,00;145,50;0,01;0,00;0,00;
0,00;0,00;145,59;0,02;0,00;0,00;
0,00;0,00;145,66;0,02;0,00;0,00;
0,00;0,00;145,74;0,02;0,00;0,00;
0,00;0,00;145,82;0,01;0,00;0,00;
0,00;0,00;145,90;0,02;0,00;0,00;
0,00;0,00;145,99;0,02;0,00;0,00;
0,00;0,00;146,06;0,02;0,00;0,00;
0,00;0,00;146,14;0,01;0,00;0,00;
0,00;0,00;146,22;0,01;0,00;0,00;
0,00;0,00;146,31;0,02;0,00;0,00;
0,00;0,00;146,39;0,01;0,00;0,00;
0,00;0,00;146,46;0,02;0,00;0,00;
0,00;0,00;146,54;0,01;0,00;0,00;
0,00;0,00;146,62;0,01;0,00;0,00;
0,00;0,00;146,71;0,01;0,00;0,00;
0,00;0,00;146,78;0,02;0,00;0,00;
0,00;0,00;146,86;0,01;0,00;0,00;
0,00;0,00;146,94;0,01;0,00;0,00;
0,00;0,00;147,02;0,02;0,00;0,00;
0,00;0,00;147,10;0,02;0,00;0,00;
0,00;0,00;147,18;0,01;0,00;0,00;
0,00;0,00;147,26;0,03;0,00;0,00;
0,00;0,00;147,34;0,02;0,00;0,00;
0,00;0,00;147,42;0,03;0,00;0,00;
0,00;0,00;147,50;0,01;0,00;0,00;
0,00;0,00;147,59;0,01;0,00;0,00;
0,00;0,00;147,66;0,02;0,00;0,00;
0,00;0,00;147,74;0,03;0,00;0,00;
0,00;0,00;147,82;0,02;0,00;0,00;
0,00;0,00;147,91;0,01;0,00;0,00;
0,00;0,00;147,99;0,01;0,00;0,00;
0,00;0,00;148,06;0,01;0,00;0,00;
0,00;0,00;148,14;0,03;0,00;0,00;
0,00;0,00;148,22;0,03;0,00;0,00;
0,00;0,00;148,30;0,01;0,00;0,00;
0,00;0,00;148,39;0,01;0,00;0,00;
0,00;0,00;148,46;0,01;0,00;0,00;
0,00;0,00;148,54;0,03;0,00;0,00;
0,00;0,00;148,62;0,02;0,00;0,00;
0,00;0,00;148,70;0,03;0,00;0,00;
0,00;0,00;148,79;0,03;0,00;0,00;
0,00;0,00;148,86;0,01;0,00;0,00;
0,00;0,00;148,94;0,03;0,00;0,00;
0,00;0,00;149,02;0,02;0,00;0,00;
0,00;0,00;149,10;0,03;0,00;0,00;
0,00;0,00;149,19;0,03;0,00;0,00;
0,00;0,00;149,26;0,04;0,00;0,00;
0,00;0,00;149,34;0,03;0,00;0,00;
0,00;0,00;149,42;0,03;0,00;0,00;
0,00;0,00;149,50;0,13;0,00;0,00;
0,00;0,00;149,58;0,15;0,00;0,00;
0,00;0,00;149,66;0,18;0,00;0,00;
0,00;0,00;149,74;0,18;0,00;0,00;
0,00;0,00;149,82;0,18;0,00;0,00;
0,00;0,00;149,90;0,20;0,00;0,00;
0,00;0,00;149,98;0,18;0,00;0,00;
0,00;0,00;150,07;0,20;0,00;0,00;
0,00;0,00;150,14;0,18;0,00;0,00;
0,00;0,00;150,22;0,20;0,00;0,00;
0,00;0,00;150,30;0,20;0,00;0,00;
0,00;0,00;150,39;0,22;0,00;0,00;
0,00;0,00;150,47;0,23;0,00;0,00;
0,00;0,00;150,54;0,20;0,00;0,00;
0,00;0,00;150,62;0,23;0,00;0,00;
0,00;0,00;150,70;0,24;0,00;0,00;
0,00;0,00;150,79;0,25;0,00;0,00;
0,00;0,00;150,86;0,25;0,00;0,00;
0,00;0,00;150,94;0,23;0,00;0,00;
0,00;0,00;151,03;0,24;0,00;0,00;
0,00;0,00;151,11;0,23;0,00;0,00;
0,00;0,00;151,18;0,26;0,00;0,00;
0,00;0,00;151,27;0,23;0,00;0,00;
0,00;0,00;151,34;0,26;0,00;0,00;
0,00;0,00;151,43;0,25;0,00;0,00;
0,00;0,00;151,50;0,25;0,00;0,00;
0,00;0,00;151,59;0,26;0,00;0,00;
0,00;0,00;151,67;0,24;0,00;0,00;
0,00;0,00;151,75;0,26;0,00;0,00;
0,00;0,00;151,82;0,25;0,00;0,00;
0,00;0,00;151,90;0,28;0,00;0,00;
0,00;0,00;151,98;0,26;0,00;0,00;
0,00;0,00;152,06;0,25;0,00;0,00;
0,00;0,00;152,14;0,27;0,00;0,00;
0,00;0,00;152,22;0,23;0,00;0,00;
0,00;0,00;152,30;0,29;0,00;0,00;
0,00;0,00;152,38;0,25;0,00;0,00;
0,00;0,00;152,46;0,29;0,00;0,00;
0,00;0,00;152,55;0,28;0,00;0,00;
0,00;0,00;152,62;0,28;0,00;0,00;
0,00;0,00;152,70;0,29;0,00;0,00;
0,00;0,00;152,78;0,29;0,00;0,00;
0,00;0,00;152,86;0,32;0,00;0,00;
0,00;0,00;152,95;0,33;0,00;0,00;
0,00;0,00;153,02;0,36;0,00;0,00;
0,00;0,00;153,10;0,34;0,00;0,00;
0,00;0,00;153,18;0,35;0,00;0,00;
0,00;0,00;153,26;0,35;0,00;0,00;
0,00;0,00;153,34;0,33;0,00;0,00;
0,00;0,00;153,42;0,37;0,00;0,00;
0,00;0,00;153,51;0,36;0,00;0,00;
0,00;0,00;153,59;0,41;0,00;0,00;
0,00;0,00;153,66;0,41;0,00;0,00;
0,00;0,00;153,74;0,44;0,00;0,00;
0,00;0,00;153,82;0,47;0,00;0,00;
0,00;0,00;153,90;0,50;0,00;0,00;
0,00;0,00;153,98;0,54;0,00;0,00;
0,00;0,00;154,06;0,54;0,00;0,00;
0,00;0,00;154,14;0,60;0,00;0,00;
0,00;0,00;154,22;0,59;0,00;0,00;
0,00;0,00;154,30;0,64;0,00;0,00;
0,00;0,00;154,38;0,64;0,00;0,00;
0,00;0,00;154,46;0,65;0,00;0,00;
0,00;0,00;154,54;0,66;0,00;0,00;
0,00;0,00;154,62;0,67;0,00;0,00;
0,00;0,00;154,70;0,72;0,00;0,00;
0,00;0,00;154,79;0,70;0,00;0,00;
0,00;0,00;154,86;0,74;0,00;0,00;
0,00;0,00;154,94;0,74;0,00;0,00;
0,00;0,00;155,02;0,74;0,00;0,00;
0,00;0,00;155,10;0,77;0,00;0,00;
0,00;0,00;155,18;0,79;0,00;0,00;
0,00;0,00;155,26;0,81;0,00;0,00;
0,00;0,00;155,34;0,79;0,00;0,00;
0,00;0,00;155,42;0,83;0,00;0,00;
0,00;0,00;155,51;0,81;0,00;0,00;
0,00;0,00;155,59;0,80;0,00;0,00;
0,00;0,00;155,66;0,79;0,00;0,00;
0,00;0,00;155,74;0,79;0,00;0,00;
0,00;0,00;155,82;0,80;0,00;0,00;
0,00;0,00;155,90;0,76;0,00;0,00;
0,00;0,00;155,99;0,66;0,00;0,00;
0,00;0,00;156,07;0,35;0,00;0,00;
0,00;0,00;156,15;0,39;0,00;0,00;
0,00;0,00;156,23;0,32;0,00;0,00;
0,00;0,00;156,30;0,49;0,00;0,00;
0,00;0,00;156,38;0,76;0,00;0,00;
0,00;0,00;156,39;0,89;0,00;0,00;
0,00;0,00;156,39;0,88;0,00;0,00;
0,00;0,00;156,39;0,88;0,00;0,00;
0,00;0,00;156,39;0,88;0,00;0,00;
0,00;0,00;156,39;0,88;0,00;0,00;
0,00;0,00;156,39;0,88;0,00;0,00;
