1266;23.01.20 14:40:40;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200122171204;
0,00;0,00;163,99;2,58;0,00;0,00;
0,00;0,00;164,15;2,74;0,00;0,00;
0,00;0,00;164,31;2,75;0,00;0,00;
0,00;0,00;164,47;2,82;0,00;0,00;
0,00;0,00;164,63;2,92;0,00;0,00;
0,00;0,00;164,79;3,01;0,00;0,00;
0,00;0,00;164,95;3,09;0,00;0,00;
0,00;0,00;165,11;3,21;0,00;0,00;
0,00;0,00;165,27;3,28;0,00;0,00;
0,00;0,00;165,43;3,41;0,00;0,00;
0,00;0,00;165,59;3,46;0,00;0,00;
0,00;0,00;165,75;3,55;0,00;0,00;
0,00;0,00;165,91;3,64;0,00;0,00;
0,00;0,00;166,07;3,75;0,00;0,00;
0,00;0,00;166,23;3,82;0,00;0,00;
0,00;0,00;166,39;3,91;0,00;0,00;
0,00;0,00;166,55;4,00;0,00;0,00;
0,00;0,00;166,71;4,09;0,00;0,00;
0,00;0,00;166,87;4,13;0,00;0,00;
0,00;0,00;167,03;4,18;0,00;0,00;
0,00;0,00;167,19;4,27;0,00;0,00;
0,00;0,00;167,35;4,31;0,00;0,00;
0,00;0,00;167,51;4,36;0,00;0,00;
0,00;0,00;167,67;4,50;0,00;0,00;
0,00;0,00;167,83;4,54;0,00;0,00;
0,00;0,00;167,99;4,63;0,00;0,00;
0,00;0,00;168,15;4,72;0,00;0,00;
0,00;0,00;168,31;4,72;0,00;0,00;
0,00;0,00;168,47;4,77;0,00;0,00;
0,00;0,00;168,63;4,81;0,00;0,00;
0,00;0,00;168,79;4,90;0,00;0,00;
0,00;0,00;168,95;4,90;0,00;0,00;
0,00;0,00;169,11;4,99;0,00;0,00;
0,00;0,00;169,26;8,09;0,00;0,00;
0,00;0,00;169,32;8,81;0,00;0,00;
0,00;0,00;169,34;8,97;0,00;0,00;
0,00;0,00;169,34;8,72;0,00;0,00;
0,00;0,00;169,35;8,70;0,00;0,00;
0,00;0,00;169,35;8,59;0,00;0,00;
0,00;0,00;169,35;8,52;0,00;0,00;
0,00;0,00;169,35;8,49;0,00;0,00;
0,00;0,00;169,36;8,43;0,00;0,00;
0,00;0,00;169,36;8,43;0,00;0,00;
0,00;0,00;169,36;8,43;0,00;0,00;
0,00;0,00;169,36;8,36;0,00;0,00;
0,00;0,00;169,36;8,34;0,00;0,00;
0,00;0,00;169,36;8,34;0,00;0,00;
