3446;22.01.20 18:45:48;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200122171204;
0,00;0,00;149,34;0,23;0,00;0,00;
0,00;0,00;149,50;0,31;0,00;0,00;
0,00;0,00;149,66;0,23;0,00;0,00;
0,00;0,00;149,82;0,47;0,00;0,00;
0,00;0,00;149,98;0,31;0,00;0,00;
0,00;0,00;150,14;0,31;0,00;0,00;
0,00;0,00;150,30;0,39;0,00;0,00;
0,00;0,00;150,46;0,31;0,00;0,00;
0,00;0,00;150,62;0,39;0,00;0,00;
0,00;0,00;150,78;0,39;0,00;0,00;
0,00;0,00;150,94;0,39;0,00;0,00;
0,00;0,00;151,10;0,47;0,00;0,00;
0,00;0,00;151,26;0,39;0,00;0,00;
0,00;0,00;151,42;0,39;0,00;0,00;
0,00;0,00;151,58;0,31;0,00;0,00;
0,00;0,00;151,74;0,31;0,00;0,00;
0,00;0,00;151,90;0,31;0,00;0,00;
0,00;0,00;152,06;0,23;0,00;0,00;
0,00;0,00;152,22;0,23;0,00;0,00;
0,00;0,00;152,38;0,31;0,00;0,00;
0,00;0,00;152,54;0,31;0,00;0,00;
0,00;0,00;152,70;0,31;0,00;0,00;
0,00;0,00;152,86;0,23;0,00;0,00;
0,00;0,00;153,02;0,23;0,00;0,00;
0,00;0,00;153,18;0,31;0,00;0,00;
0,00;0,00;153,34;0,31;0,00;0,00;
0,00;0,00;153,50;0,31;0,00;0,00;
0,00;0,00;153,66;0,39;0,00;0,00;
0,00;0,00;153,82;0,23;0,00;0,00;
0,00;0,00;153,98;0,31;0,00;0,00;
0,00;0,00;154,14;0,31;0,00;0,00;
0,00;0,00;154,30;0,23;0,00;0,00;
0,00;0,00;154,46;0,23;0,00;0,00;
0,00;0,00;154,62;0,23;0,00;0,00;
0,00;0,00;154,78;0,39;0,00;0,00;
0,00;0,00;154,94;0,31;0,00;0,00;
0,00;0,00;155,10;0,39;0,00;0,00;
0,00;0,00;155,26;0,39;0,00;0,00;
0,00;0,00;155,42;0,31;0,00;0,00;
0,00;0,00;155,58;0,23;0,00;0,00;
0,00;0,00;155,74;0,31;0,00;0,00;
0,00;0,00;155,90;0,39;0,00;0,00;
0,00;0,00;156,06;0,31;0,00;0,00;
0,00;0,00;156,22;0,31;0,00;0,00;
0,00;0,00;156,38;0,31;0,00;0,00;
0,00;0,00;156,54;0,23;0,00;0,00;
0,00;0,00;156,70;0,39;0,00;0,00;
0,00;0,00;156,86;0,23;0,00;0,00;
0,00;0,00;157,02;0,39;0,00;0,00;
0,00;0,00;157,18;0,31;0,00;0,00;
0,00;0,00;157,34;0,47;0,00;0,00;
0,00;0,00;157,50;0,39;0,00;0,00;
0,00;0,00;157,66;0,39;0,00;0,00;
0,00;0,00;157,82;0,23;0,00;0,00;
0,00;0,00;157,98;0,23;0,00;0,00;
0,00;0,00;158,14;0,31;0,00;0,00;
0,00;0,00;158,30;0,39;0,00;0,00;
0,00;0,00;158,46;0,39;0,00;0,00;
0,00;0,00;158,62;0,23;0,00;0,00;
0,00;0,00;158,78;0,47;0,00;0,00;
0,00;0,00;158,94;0,47;0,00;0,00;
0,00;0,00;159,10;0,31;0,00;0,00;
0,00;0,00;159,26;0,31;0,00;0,00;
0,00;0,00;159,42;0,23;0,00;0,00;
0,00;0,00;159,58;0,47;0,00;0,00;
0,00;0,00;159,74;0,39;0,00;0,00;
0,00;0,00;159,90;0,31;0,00;0,00;
0,00;0,00;160,06;0,39;0,00;0,00;
0,00;0,00;160,22;0,31;0,00;0,00;
0,00;0,00;160,38;0,31;0,00;0,00;
0,00;0,00;160,54;0,39;0,00;0,00;
0,00;0,00;160,70;0,39;0,00;0,00;
0,00;0,00;160,86;0,31;0,00;0,00;
0,00;0,00;161,02;0,39;0,00;0,00;
0,00;0,00;161,18;0,39;0,00;0,00;
0,00;0,00;161,34;0,39;0,00;0,00;
0,00;0,00;161,49;0,31;0,00;0,00;
0,00;0,00;161,49;0,31;0,00;0,00;
0,00;0,00;161,50;0,31;0,00;0,00;
0,00;0,00;161,50;0,23;0,00;0,00;
0,00;0,00;161,50;0,31;0,00;0,00;
0,00;0,00;161,50;0,39;0,00;0,00;
0,00;0,00;161,50;0,23;0,00;0,00;
0,00;0,00;161,50;0,39;0,00;0,00;
0,00;0,00;161,50;0,23;0,00;0,00;
0,00;0,00;161,50;0,31;0,00;0,00;
0,00;0,00;161,50;0,39;0,00;0,00;
0,00;0,00;161,50;0,31;0,00;0,00;
