2570;23.01.20 16:36:06;21;Avvicinamento Pressata Finale;force > max. force (8);20200122171204;
0,00;0,00;236,42;0,04;0,00;0,00;
0,00;0,00;236,74;0,04;0,00;0,00;
0,00;0,00;236,90;0,04;0,00;0,00;
0,00;0,00;237,06;0,43;0,00;0,00;
0,00;0,00;237,21;3,04;0,00;0,00;
0,00;0,00;237,34;9,08;0,00;0,00;
0,00;0,00;237,47;16,70;0,00;0,00;
0,00;0,00;237,59;25,17;0,00;0,00;
0,00;0,00;237,60;26,26;0,00;0,00;
0,00;0,00;237,61;26,96;0,00;0,00;
0,00;0,00;237,63;28,04;0,00;0,00;
0,00;0,00;237,64;28,48;0,00;0,00;
0,00;0,00;237,64;28,96;0,00;0,00;
0,00;0,00;237,66;29,70;0,00;0,00;
0,00;0,00;237,66;30,00;0,00;0,00;
0,00;0,00;237,67;29,61;0,00;0,00;
0,00;0,00;237,67;29,61;0,00;0,00;
0,00;0,00;237,68;29,92;0,00;0,00;
0,00;0,00;237,68;29,92;0,00;0,00;
0,00;0,00;237,68;29,92;0,00;0,00;
0,00;0,00;237,68;29,74;0,00;0,00;
0,00;0,00;237,68;29,74;0,00;0,00;
0,00;0,00;237,68;29,74;0,00;0,00;
