1263;23.01.20 14:29:46;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200122171204;
0,00;0,00;167,35;0,05;0,00;0,00;
0,00;0,00;167,51;0,05;0,00;0,00;
0,00;0,00;167,67;0,05;0,00;0,00;
0,00;0,00;167,83;0,05;0,00;0,00;
0,00;0,00;167,99;0,05;0,00;0,00;
0,00;0,00;168,15;0,05;0,00;0,00;
0,00;0,00;168,31;0,05;0,00;0,00;
0,00;0,00;168,47;0,05;0,00;0,00;
0,00;0,00;168,63;0,05;0,00;0,00;
0,00;0,00;168,79;0,05;0,00;0,00;
0,00;0,00;168,95;0,05;0,00;0,00;
0,00;0,00;169,11;0,02;0,00;0,00;
0,00;0,00;169,15;0,05;0,00;0,00;
0,00;0,00;169,16;-0,02;0,00;0,00;
0,00;0,00;169,16;0,05;0,00;0,00;
0,00;0,00;169,16;0,05;0,00;0,00;
0,00;0,00;169,16;0,05;0,00;0,00;
0,00;0,00;169,16;0,02;0,00;0,00;
0,00;0,00;169,16;0,02;0,00;0,00;
0,00;0,00;169,16;0,02;0,00;0,00;
0,00;0,00;169,16;0,05;0,00;0,00;
