8164;13.03.20 11:23:23;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200312174401P    1;
0,00;0,00;125,29;0,01;0,00;0,00;
0,00;0,00;125,40;0,01;0,00;0,00;
0,00;0,00;125,52;0,01;0,00;0,00;
0,00;0,00;125,63;0,01;0,00;0,00;
0,00;0,00;125,74;0,02;0,00;0,00;
0,00;0,00;125,86;0,03;0,00;0,00;
0,00;0,00;125,97;0,02;0,00;0,00;
0,00;0,00;126,08;0,01;0,00;0,00;
0,00;0,00;126,19;0,03;0,00;0,00;
0,00;0,00;126,30;0,02;0,00;0,00;
0,00;0,00;126,42;0,02;0,00;0,00;
0,00;0,00;126,53;0,01;0,00;0,00;
0,00;0,00;126,64;0,03;0,00;0,00;
0,00;0,00;126,75;0,03;0,00;0,00;
0,00;0,00;126,86;0,03;0,00;0,00;
0,00;0,00;126,98;0,03;0,00;0,00;
0,00;0,00;127,09;0,02;0,00;0,00;
0,00;0,00;127,20;0,06;0,00;0,00;
0,00;0,00;127,31;0,28;0,00;0,00;
0,00;0,00;127,42;0,55;0,00;0,00;
0,00;0,00;127,53;0,86;0,00;0,00;
0,00;0,00;127,65;0,84;0,00;0,00;
0,00;0,00;127,76;0,82;0,00;0,00;
0,00;0,00;127,87;0,85;0,00;0,00;
0,00;0,00;127,99;0,87;0,00;0,00;
0,00;0,00;128,10;0,85;0,00;0,00;
0,00;0,00;128,21;0,88;0,00;0,00;
0,00;0,00;128,32;0,88;0,00;0,00;
0,00;0,00;128,43;0,89;0,00;0,00;
0,00;0,00;128,55;0,89;0,00;0,00;
0,00;0,00;128,66;0,90;0,00;0,00;
0,00;0,00;128,77;0,91;0,00;0,00;
0,00;0,00;128,88;0,92;0,00;0,00;
0,00;0,00;128,99;0,93;0,00;0,00;
0,00;0,00;129,10;0,93;0,00;0,00;
0,00;0,00;129,22;0,92;0,00;0,00;
0,00;0,00;129,33;0,93;0,00;0,00;
0,00;0,00;129,44;0,93;0,00;0,00;
0,00;0,00;129,55;0,94;0,00;0,00;
0,00;0,00;129,66;0,96;0,00;0,00;
0,00;0,00;129,78;0,96;0,00;0,00;
0,00;0,00;129,89;0,98;0,00;0,00;
0,00;0,00;130,00;0,98;0,00;0,00;
0,00;0,00;130,11;0,98;0,00;0,00;
0,00;0,00;130,22;0,99;0,00;0,00;
0,00;0,00;130,34;0,99;0,00;0,00;
0,00;0,00;130,45;1,00;0,00;0,00;
0,00;0,00;130,56;0,99;0,00;0,00;
0,00;0,00;130,67;1,01;0,00;0,00;
0,00;0,00;130,79;1,02;0,00;0,00;
0,00;0,00;130,90;1,01;0,00;0,00;
0,00;0,00;131,01;1,02;0,00;0,00;
0,00;0,00;131,12;1,02;0,00;0,00;
0,00;0,00;131,23;1,04;0,00;0,00;
0,00;0,00;131,35;1,04;0,00;0,00;
0,00;0,00;131,46;1,05;0,00;0,00;
0,00;0,00;131,57;1,06;0,00;0,00;
0,00;0,00;131,68;1,07;0,00;0,00;
0,00;0,00;131,79;1,07;0,00;0,00;
0,00;0,00;131,90;1,08;0,00;0,00;
0,00;0,00;132,02;1,08;0,00;0,00;
0,00;0,00;132,13;1,09;0,00;0,00;
0,00;0,00;132,24;1,09;0,00;0,00;
0,00;0,00;132,35;1,09;0,00;0,00;
0,00;0,00;132,46;1,11;0,00;0,00;
0,00;0,00;132,58;1,12;0,00;0,00;
0,00;0,00;132,69;1,13;0,00;0,00;
0,00;0,00;132,80;1,13;0,00;0,00;
0,00;0,00;132,91;1,14;0,00;0,00;
0,00;0,00;133,02;1,15;0,00;0,00;
0,00;0,00;133,14;1,16;0,00;0,00;
0,00;0,00;133,25;1,17;0,00;0,00;
0,00;0,00;133,36;1,20;0,00;0,00;
0,00;0,00;133,47;1,19;0,00;0,00;
0,00;0,00;133,59;1,20;0,00;0,00;
0,00;0,00;133,70;1,23;0,00;0,00;
0,00;0,00;133,81;1,25;0,00;0,00;
0,00;0,00;133,92;1,26;0,00;0,00;
0,00;0,00;134,03;1,27;0,00;0,00;
0,00;0,00;134,15;1,27;0,00;0,00;
0,00;0,00;134,26;1,29;0,00;0,00;
0,00;0,00;134,37;1,31;0,00;0,00;
0,00;0,00;134,48;1,34;0,00;0,00;
0,00;0,00;134,59;1,37;0,00;0,00;
0,00;0,00;134,70;1,41;0,00;0,00;
0,00;0,00;134,82;1,43;0,00;0,00;
0,00;0,00;134,93;1,45;0,00;0,00;
0,00;0,00;135,04;1,46;0,00;0,00;
0,00;0,00;135,15;1,48;0,00;0,00;
0,00;0,00;135,26;1,49;0,00;0,00;
0,00;0,00;135,38;1,50;0,00;0,00;
0,00;0,00;135,49;1,53;0,00;0,00;
0,00;0,00;135,60;1,53;0,00;0,00;
0,00;0,00;135,71;1,54;0,00;0,00;
0,00;0,00;135,82;1,56;0,00;0,00;
0,00;0,00;135,94;1,57;0,00;0,00;
0,00;0,00;136,05;1,58;0,00;0,00;
0,00;0,00;136,16;1,58;0,00;0,00;
0,00;0,00;136,27;1,59;0,00;0,00;
0,00;0,00;136,39;1,59;0,00;0,00;
0,00;0,00;136,50;1,58;0,00;0,00;
0,00;0,00;136,61;1,61;0,00;0,00;
0,00;0,00;136,72;1,60;0,00;0,00;
0,00;0,00;136,83;1,59;0,00;0,00;
0,00;0,00;136,95;1,58;0,00;0,00;
0,00;0,00;137,06;1,59;0,00;0,00;
0,00;0,00;137,17;1,58;0,00;0,00;
0,00;0,00;137,28;1,56;0,00;0,00;
0,00;0,00;137,39;1,57;0,00;0,00;
0,00;0,00;137,50;1,57;0,00;0,00;
0,00;0,00;137,62;1,56;0,00;0,00;
0,00;0,00;137,73;1,54;0,00;0,00;
0,00;0,00;137,84;1,53;0,00;0,00;
0,00;0,00;137,95;1,53;0,00;0,00;
0,00;0,00;138,07;1,53;0,00;0,00;
0,00;0,00;138,18;1,51;0,00;0,00;
0,00;0,00;138,29;1,51;0,00;0,00;
0,00;0,00;138,40;1,50;0,00;0,00;
0,00;0,00;138,51;1,49;0,00;0,00;
0,00;0,00;138,62;1,49;0,00;0,00;
0,00;0,00;138,74;1,48;0,00;0,00;
0,00;0,00;138,85;1,47;0,00;0,00;
0,00;0,00;138,96;1,46;0,00;0,00;
0,00;0,00;139,07;1,47;0,00;0,00;
0,00;0,00;139,19;1,44;0,00;0,00;
0,00;0,00;139,30;1,45;0,00;0,00;
0,00;0,00;139,41;1,45;0,00;0,00;
0,00;0,00;139,52;1,45;0,00;0,00;
0,00;0,00;139,63;1,44;0,00;0,00;
0,00;0,00;139,74;1,45;0,00;0,00;
0,00;0,00;139,86;1,43;0,00;0,00;
0,00;0,00;139,97;1,43;0,00;0,00;
0,00;0,00;140,08;1,43;0,00;0,00;
0,00;0,00;140,19;1,41;0,00;0,00;
0,00;0,00;140,30;1,42;0,00;0,00;
0,00;0,00;140,42;1,41;0,00;0,00;
0,00;0,00;140,53;1,41;0,00;0,00;
0,00;0,00;140,64;1,41;0,00;0,00;
0,00;0,00;140,75;1,40;0,00;0,00;
0,00;0,00;140,87;1,40;0,00;0,00;
0,00;0,00;140,98;1,38;0,00;0,00;
0,00;0,00;141,09;1,38;0,00;0,00;
0,00;0,00;141,20;1,38;0,00;0,00;
0,00;0,00;141,31;1,36;0,00;0,00;
0,00;0,00;141,43;1,36;0,00;0,00;
0,00;0,00;141,54;1,36;0,00;0,00;
0,00;0,00;141,65;1,36;0,00;0,00;
0,00;0,00;141,76;1,35;0,00;0,00;
0,00;0,00;141,87;1,34;0,00;0,00;
0,00;0,00;141,99;1,32;0,00;0,00;
0,00;0,00;142,10;1,32;0,00;0,00;
0,00;0,00;142,21;1,33;0,00;0,00;
0,00;0,00;142,32;1,31;0,00;0,00;
0,00;0,00;142,43;1,31;0,00;0,00;
0,00;0,00;142,55;1,31;0,00;0,00;
0,00;0,00;142,66;1,29;0,00;0,00;
0,00;0,00;142,77;1,29;0,00;0,00;
0,00;0,00;142,88;1,31;0,00;0,00;
0,00;0,00;142,99;1,29;0,00;0,00;
0,00;0,00;143,10;1,29;0,00;0,00;
0,00;0,00;143,22;1,29;0,00;0,00;
0,00;0,00;143,33;1,29;0,00;0,00;
0,00;0,00;143,44;1,28;0,00;0,00;
0,00;0,00;143,55;1,29;0,00;0,00;
0,00;0,00;143,66;1,29;0,00;0,00;
0,00;0,00;143,78;1,29;0,00;0,00;
0,00;0,00;143,89;1,29;0,00;0,00;
0,00;0,00;144,00;1,29;0,00;0,00;
0,00;0,00;144,11;1,29;0,00;0,00;
0,00;0,00;144,23;1,29;0,00;0,00;
0,00;0,00;144,34;1,28;0,00;0,00;
0,00;0,00;144,45;1,28;0,00;0,00;
0,00;0,00;144,56;1,29;0,00;0,00;
0,00;0,00;144,67;1,29;0,00;0,00;
0,00;0,00;144,79;1,28;0,00;0,00;
0,00;0,00;144,90;1,29;0,00;0,00;
0,00;0,00;145,01;1,26;0,00;0,00;
0,00;0,00;145,12;1,26;0,00;0,00;
0,00;0,00;145,23;1,24;0,00;0,00;
0,00;0,00;145,34;1,26;0,00;0,00;
0,00;0,00;145,46;1,23;0,00;0,00;
0,00;0,00;145,57;1,24;0,00;0,00;
0,00;0,00;145,68;1,23;0,00;0,00;
0,00;0,00;145,79;1,24;0,00;0,00;
0,00;0,00;145,90;1,25;0,00;0,00;
0,00;0,00;146,02;1,24;0,00;0,00;
0,00;0,00;146,13;1,25;0,00;0,00;
0,00;0,00;146,24;1,25;0,00;0,00;
0,00;0,00;146,35;1,24;0,00;0,00;
0,00;0,00;146,46;1,23;0,00;0,00;
0,00;0,00;146,58;1,23;0,00;0,00;
0,00;0,00;146,69;1,22;0,00;0,00;
0,00;0,00;146,80;1,21;0,00;0,00;
0,00;0,00;146,91;1,22;0,00;0,00;
0,00;0,00;147,02;1,20;0,00;0,00;
0,00;0,00;147,14;1,20;0,00;0,00;
0,00;0,00;147,25;1,21;0,00;0,00;
0,00;0,00;147,36;1,20;0,00;0,00;
0,00;0,00;147,47;1,20;0,00;0,00;
0,00;0,00;147,59;1,19;0,00;0,00;
0,00;0,00;147,70;1,19;0,00;0,00;
0,00;0,00;147,81;1,19;0,00;0,00;
0,00;0,00;147,92;1,20;0,00;0,00;
0,00;0,00;148,03;1,19;0,00;0,00;
0,00;0,00;148,15;1,20;0,00;0,00;
0,00;0,00;148,26;1,20;0,00;0,00;
0,00;0,00;148,37;1,20;0,00;0,00;
0,00;0,00;148,48;1,20;0,00;0,00;
0,00;0,00;148,59;1,19;0,00;0,00;
0,00;0,00;148,70;1,19;0,00;0,00;
0,00;0,00;148,82;1,20;0,00;0,00;
0,00;0,00;148,93;1,20;0,00;0,00;
0,00;0,00;149,04;1,20;0,00;0,00;
0,00;0,00;149,15;1,20;0,00;0,00;
0,00;0,00;149,27;1,20;0,00;0,00;
0,00;0,00;149,38;1,21;0,00;0,00;
0,00;0,00;149,49;1,20;0,00;0,00;
0,00;0,00;149,60;1,20;0,00;0,00;
0,00;0,00;149,71;1,23;0,00;0,00;
0,00;0,00;149,83;1,20;0,00;0,00;
0,00;0,00;149,94;1,22;0,00;0,00;
0,00;0,00;150,05;1,20;0,00;0,00;
0,00;0,00;150,16;1,20;0,00;0,00;
0,00;0,00;150,27;1,20;0,00;0,00;
0,00;0,00;150,39;1,19;0,00;0,00;
0,00;0,00;150,50;1,19;0,00;0,00;
0,00;0,00;150,61;1,18;0,00;0,00;
0,00;0,00;150,72;1,20;0,00;0,00;
0,00;0,00;150,83;1,20;0,00;0,00;
0,00;0,00;150,94;1,17;0,00;0,00;
0,00;0,00;151,06;1,17;0,00;0,00;
0,00;0,00;151,17;1,17;0,00;0,00;
0,00;0,00;151,28;1,17;0,00;0,00;
0,00;0,00;151,39;1,16;0,00;0,00;
0,00;0,00;151,50;1,17;0,00;0,00;
0,00;0,00;151,62;1,15;0,00;0,00;
0,00;0,00;151,73;1,14;0,00;0,00;
0,00;0,00;151,84;1,14;0,00;0,00;
0,00;0,00;151,95;1,15;0,00;0,00;
0,00;0,00;152,07;1,12;0,00;0,00;
0,00;0,00;152,18;1,12;0,00;0,00;
0,00;0,00;152,29;1,12;0,00;0,00;
0,00;0,00;152,40;1,12;0,00;0,00;
0,00;0,00;152,51;1,12;0,00;0,00;
0,00;0,00;152,63;1,10;0,00;0,00;
0,00;0,00;152,74;1,12;0,00;0,00;
0,00;0,00;152,85;1,12;0,00;0,00;
0,00;0,00;152,96;1,10;0,00;0,00;
0,00;0,00;153,07;1,12;0,00;0,00;
0,00;0,00;153,19;1,11;0,00;0,00;
0,00;0,00;153,30;1,11;0,00;0,00;
0,00;0,00;153,41;1,11;0,00;0,00;
0,00;0,00;153,52;1,09;0,00;0,00;
0,00;0,00;153,63;1,10;0,00;0,00;
0,00;0,00;153,74;1,11;0,00;0,00;
0,00;0,00;153,86;1,12;0,00;0,00;
0,00;0,00;153,97;1,11;0,00;0,00;
0,00;0,00;154,08;1,11;0,00;0,00;
0,00;0,00;154,19;1,11;0,00;0,00;
0,00;0,00;154,30;1,12;0,00;0,00;
0,00;0,00;154,42;1,14;0,00;0,00;
0,00;0,00;154,53;1,14;0,00;0,00;
0,00;0,00;154,64;1,15;0,00;0,00;
0,00;0,00;154,75;1,16;0,00;0,00;
0,00;0,00;154,87;1,16;0,00;0,00;
0,00;0,00;154,98;1,17;0,00;0,00;
0,00;0,00;155,09;1,15;0,00;0,00;
0,00;0,00;155,20;1,16;0,00;0,00;
0,00;0,00;155,31;1,17;0,00;0,00;
0,00;0,00;155,43;1,19;0,00;0,00;
0,00;0,00;155,54;1,18;0,00;0,00;
0,00;0,00;155,65;1,19;0,00;0,00;
0,00;0,00;155,76;1,18;0,00;0,00;
0,00;0,00;155,87;1,18;0,00;0,00;
0,00;0,00;155,99;1,20;0,00;0,00;
0,00;0,00;156,10;1,20;0,00;0,00;
0,00;0,00;156,21;1,20;0,00;0,00;
0,00;0,00;156,32;1,20;0,00;0,00;
0,00;0,00;156,43;1,21;0,00;0,00;
0,00;0,00;156,54;1,20;0,00;0,00;
0,00;0,00;156,66;1,20;0,00;0,00;
0,00;0,00;156,77;1,20;0,00;0,00;
0,00;0,00;156,88;1,20;0,00;0,00;
0,00;0,00;156,99;1,20;0,00;0,00;
0,00;0,00;157,10;1,20;0,00;0,00;
0,00;0,00;157,22;1,20;0,00;0,00;
0,00;0,00;157,33;1,20;0,00;0,00;
0,00;0,00;157,44;1,19;0,00;0,00;
0,00;0,00;157,55;1,17;0,00;0,00;
0,00;0,00;157,67;1,20;0,00;0,00;
0,00;0,00;157,78;1,19;0,00;0,00;
0,00;0,00;157,89;1,18;0,00;0,00;
0,00;0,00;158,00;1,18;0,00;0,00;
0,00;0,00;158,11;1,17;0,00;0,00;
0,00;0,00;158,23;1,17;0,00;0,00;
0,00;0,00;158,34;1,18;0,00;0,00;
0,00;0,00;158,45;1,18;0,00;0,00;
0,00;0,00;158,56;1,20;0,00;0,00;
0,00;0,00;158,67;1,20;0,00;0,00;
0,00;0,00;158,79;1,19;0,00;0,00;
0,00;0,00;158,90;1,19;0,00;0,00;
0,00;0,00;159,01;1,18;0,00;0,00;
0,00;0,00;159,12;1,19;0,00;0,00;
0,00;0,00;159,23;1,20;0,00;0,00;
0,00;0,00;159,34;1,20;0,00;0,00;
0,00;0,00;159,46;1,21;0,00;0,00;
0,00;0,00;159,57;1,20;0,00;0,00;
0,00;0,00;159,68;1,20;0,00;0,00;
0,00;0,00;159,79;1,22;0,00;0,00;
0,00;0,00;159,90;1,22;0,00;0,00;
0,00;0,00;160,02;1,23;0,00;0,00;
0,00;0,00;160,13;1,23;0,00;0,00;
0,00;0,00;160,24;1,23;0,00;0,00;
0,00;0,00;160,35;1,22;0,00;0,00;
0,00;0,00;160,46;1,23;0,00;0,00;
0,00;0,00;160,58;1,23;0,00;0,00;
0,00;0,00;160,67;2,74;0,00;0,00;
0,00;0,00;160,77;4,68;0,00;0,00;
0,00;0,00;160,77;4,88;0,00;0,00;
0,00;0,00;160,78;4,93;0,00;0,00;
0,00;0,00;160,79;4,99;0,00;0,00;
0,00;0,00;160,79;5,02;0,00;0,00;
0,00;0,00;160,79;5,05;0,00;0,00;
0,00;0,00;160,80;5,07;0,00;0,00;
0,00;0,00;160,60;1,00;0,00;0,00;
0,00;0,00;159,81;-0,02;0,00;0,00;
0,00;0,00;158,50;-0,01;0,00;0,00;
0,00;0,00;156,67;-0,04;0,00;0,00;
0,00;0,00;154,35;-0,03;0,00;0,00;
0,00;0,00;151,52;-0,04;0,00;0,00;
0,00;0,00;148,17;-0,02;0,00;0,00;
0,00;0,00;144,68;-0,01;0,00;0,00;
0,00;0,00;141,15;-0,01;0,00;0,00;
0,00;0,00;137,63;-0,03;0,00;0,00;
0,00;0,00;134,11;-0,02;0,00;0,00;
0,00;0,00;130,59;-0,02;0,00;0,00;
0,00;0,00;127,07;-0,01;0,00;0,00;
0,00;0,00;123,55;-0,02;0,00;0,00;
0,00;0,00;120,03;-0,01;0,00;0,00;
0,00;0,00;116,51;-0,01;0,00;0,00;
0,00;0,00;112,99;-0,01;0,00;0,00;
0,00;0,00;109,47;-0,01;0,00;0,00;
0,00;0,00;105,95;-0,03;0,00;0,00;
0,00;0,00;102,43;-0,02;0,00;0,00;
0,00;0,00;98,91;-0,01;0,00;0,00;
0,00;0,00;95,39;-0,01;0,00;0,00;
0,00;0,00;91,87;-0,01;0,00;0,00;
0,00;0,00;88,35;-0,02;0,00;0,00;
0,00;0,00;84,83;-0,02;0,00;0,00;
0,00;0,00;81,31;-0,02;0,00;0,00;
0,00;0,00;74,27;-0,01;0,00;0,00;
0,00;0,00;70,75;-0,03;0,00;0,00;
0,00;0,00;67,23;-0,03;0,00;0,00;
0,00;0,00;63,72;-0,01;0,00;0,00;
0,00;0,00;60,19;-0,02;0,00;0,00;
0,00;0,00;56,67;-0,02;0,00;0,00;
0,00;0,00;53,15;-0,02;0,00;0,00;
0,00;0,00;49,63;-0,01;0,00;0,00;
0,00;0,00;46,11;-0,01;0,00;0,00;
0,00;0,00;42,60;-0,02;0,00;0,00;
0,00;0,00;39,07;-0,01;0,00;0,00;
0,00;0,00;35,55;-0,03;0,00;0,00;
0,00;0,00;28,51;-0,01;0,00;0,00;
0,00;0,00;22,29;0,01;0,00;0,00;
0,00;0,00;19,92;0,01;0,00;0,00;
0,00;0,00;18,06;0,01;0,00;0,00;
0,00;0,00;16,71;0,02;0,00;0,00;
0,00;0,00;15,86;0,02;0,00;0,00;
0,00;0,00;15,51;0,02;0,00;0,00;
