3572;07.09.20 14:08:10;21;Avvicinamento Pressata Finale;force < min. force (9);20200907095246A0211;
0,00;0,00;269,98;0,04;0,00;0,00;
0,00;0,00;272,16;0,04;0,00;0,00;
0,00;0,00;273,44;0,04;0,00;0,00;
0,00;0,00;274,33;0,04;0,00;0,00;
0,00;0,00;274,59;0,04;0,00;0,00;
0,00;0,00;275,49;0,04;0,00;0,00;
0,00;0,00;275,61;0,12;0,00;0,00;
0,00;0,00;275,74;0,17;0,00;0,00;
0,00;0,00;275,87;0,17;0,00;0,00;
0,00;0,00;276,00;0,21;0,00;0,00;
0,00;0,00;276,13;0,35;0,00;0,00;
0,00;0,00;276,25;0,35;0,00;0,00;
0,00;0,00;276,38;0,35;0,00;0,00;
0,00;0,00;276,51;0,35;0,00;0,00;
0,00;0,00;276,64;0,30;0,00;0,00;
0,00;0,00;276,77;0,26;0,00;0,00;
0,00;0,00;276,89;0,21;0,00;0,00;
0,00;0,00;277,02;0,26;0,00;0,00;
0,00;0,00;277,15;0,17;0,00;0,00;
0,00;0,00;277,28;0,17;0,00;0,00;
0,00;0,00;277,41;0,17;0,00;0,00;
0,00;0,00;277,53;0,17;0,00;0,00;
0,00;0,00;277,66;0,12;0,00;0,00;
0,00;0,00;277,79;0,17;0,00;0,00;
0,00;0,00;277,91;0,08;0,00;0,00;
0,00;0,00;277,90;0,04;0,00;0,00;
