8430;12.01.21 13:47:56;21;Avvicinamento Pressata Finale;force > max. force (8);20210112115840P0008;
0,00;0,00;203,22;-0,04;0,00;0,00;
0,00;0,00;205,62;-0,04;0,00;0,00;
0,00;0,00;215,22;-0,04;0,00;0,00;
0,00;0,00;222,42;-0,04;0,00;0,00;
0,00;0,00;229,62;-0,04;0,00;0,00;
0,00;0,00;232,02;-0,04;0,00;0,00;
0,00;0,00;246,42;-0,04;0,00;0,00;
0,00;0,00;248,82;-0,04;0,00;0,00;
0,00;0,00;253,62;-0,04;0,00;0,00;
0,00;0,00;256,02;0,04;0,00;0,00;
0,00;0,00;260,82;-0,04;0,00;0,00;
0,00;0,00;263,22;-0,04;0,00;0,00;
0,00;0,00;270,42;0,04;0,00;0,00;
0,00;0,00;275,22;0,04;0,00;0,00;
0,00;0,00;282,42;-0,04;0,00;0,00;
0,00;0,00;286,91;-0,09;0,00;0,00;
0,00;0,00;288,52;-0,04;0,00;0,00;
0,00;0,00;289,70;-0,09;0,00;0,00;
0,00;0,00;290,60;-0,04;0,00;0,00;
0,00;0,00;290,66;0,04;0,00;0,00;
0,00;0,00;294,18;0,04;0,00;0,00;
0,00;0,00;297,86;0,04;0,00;0,00;
0,00;0,00;298,02;0,13;0,00;0,00;
0,00;0,00;298,18;0,18;0,00;0,00;
0,00;0,00;298,34;0,18;0,00;0,00;
0,00;0,00;298,50;0,18;0,00;0,00;
0,00;0,00;298,66;0,18;0,00;0,00;
0,00;0,00;298,82;0,22;0,00;0,00;
0,00;0,00;298,98;0,18;0,00;0,00;
0,00;0,00;299,14;0,18;0,00;0,00;
0,00;0,00;299,30;0,18;0,00;0,00;
0,00;0,00;299,46;0,18;0,00;0,00;
0,00;0,00;299,62;0,18;0,00;0,00;
0,00;0,00;299,78;0,18;0,00;0,00;
0,00;0,00;299,94;0,18;0,00;0,00;
0,00;0,00;300,10;0,36;0,00;0,00;
0,00;0,00;300,26;0,96;0,00;0,00;
0,00;0,00;300,41;1,79;0,00;0,00;
0,00;0,00;300,57;1,48;0,00;0,00;
0,00;0,00;300,74;1,52;0,00;0,00;
0,00;0,00;300,90;1,57;0,00;0,00;
0,00;0,00;301,06;1,65;0,00;0,00;
0,00;0,00;301,22;1,79;0,00;0,00;
0,00;0,00;301,38;1,79;0,00;0,00;
0,00;0,00;301,54;1,79;0,00;0,00;
0,00;0,00;301,70;1,88;0,00;0,00;
0,00;0,00;301,86;1,92;0,00;0,00;
0,00;0,00;302,02;2,00;0,00;0,00;
0,00;0,00;302,18;2,00;0,00;0,00;
0,00;0,00;302,34;2,44;0,00;0,00;
0,00;0,00;302,49;3,79;0,00;0,00;
0,00;0,00;302,64;5,69;0,00;0,00;
0,00;0,00;302,80;8,01;0,00;0,00;
0,00;0,00;302,95;10,74;0,00;0,00;
0,00;0,00;303,10;14,48;0,00;0,00;
0,00;0,00;303,25;18,71;0,00;0,00;
0,00;0,00;303,39;22,97;0,00;0,00;
0,00;0,00;303,40;23,18;0,00;0,00;
0,00;0,00;303,40;23,31;0,00;0,00;
0,00;0,00;303,41;23,57;0,00;0,00;
0,00;0,00;303,42;23,87;0,00;0,00;
0,00;0,00;303,42;24,10;0,00;0,00;
0,00;0,00;303,43;24,18;0,00;0,00;
0,00;0,00;303,43;24,22;0,00;0,00;
0,00;0,00;303,43;24,22;0,00;0,00;
0,00;0,00;303,43;24,18;0,00;0,00;
0,00;0,00;303,43;24,18;0,00;0,00;
0,00;0,00;303,43;24,18;0,00;0,00;
0,00;0,00;303,43;24,18;0,00;0,00;
0,00;0,00;303,44;24,18;0,00;0,00;
